CID,Company,Form,Year,Period,Date/Time,Status,Filing ID
C011510,City of Los Angeles Department of Water and Power,Form 714,2024,Q4,"6/25/2025, 6:16 PM",Accepted,271463
C011544,Minnesota Municipal Power Agency,Form 714,2024,Q4,"6/20/2025, 2:21 PM",Accepted,271423
C003677,Public Utility District No. 2 of Grant County,Form 714,2024,Q4,"6/5/2025, 5:15 PM",Accepted,261059
C011380,New Harquahala BA,Form 714,2024,Q4,"6/5/2025, 3:36 PM",Accepted,261023
C011405,"City of Tacoma, Dept. of Public Utilities",Form 714,2024,Q4,"6/5/2025, 12:43 PM",Accepted,260963
C003474,Seattle City Light,Form 714,2024,Q4,"6/4/2025, 7:53 PM",Accepted,260918
C000241,"Dominion Energy South Carolina, Inc.",Form 714,2024,Q4,"6/4/2025, 12:57 PM",Accepted,260897
C000350,Southwestern Power Administration,Form 714,2024,Q4,"6/3/2025, 4:26 PM",Accepted,260866
C011420,Santee Cooper,Form 714,2024,Q4,"6/3/2025, 1:20 PM",Accepted,260836
C011431,City of Burbank,Form 714,2024,Q4,"6/3/2025, 12:51 PM",Accepted,260824
C001183,California Independent System Operator Corporation,Form 714,2024,Q4,"6/2/2025, 4:35 PM",Accepted,260798
C002869,"BHE Wind Watch, LLC",Form 714,2024,Q4,"6/1/2025, 1:53 PM",Accepted,260720
C002732,"BHE Power Watch, LLC",Form 714,2024,Q4,"6/1/2025, 1:52 PM",Accepted,260719
C011509,Turlock Irrigation District,Form 714,2024,Q4,"5/31/2025, 4:27 PM",Accepted,260713
C011378,"Gridforce Energy Management, LLC",Form 714,2024,Q4,"5/30/2025, 6:08 PM",Accepted,260705
C011377,Arlington Valley WECC AZ,Form 714,2024,Q4,"5/30/2025, 6:07 PM",Accepted,260704
C004519,Imperial Irrigation District,Form 714,2024,Q4,"5/30/2025, 5:38 PM",Accepted,260699
C000029,ISO New England Inc.,Form 714,2024,Q4,"5/30/2025, 4:43 PM",Accepted,260684
C000620,Idaho Power Company,Form 714,2024,Q4,"5/30/2025, 3:47 PM",Accepted,260671
C002447,"Buckeye Power, Inc.",Form 714,2024,Q4,"5/30/2025, 3:27 PM",Accepted,260669
C001344,"Midcontinent Independent System Operator, Inc.",Form 714,2024,Q4,"5/30/2025, 2:13 PM",Accepted,260647
C003610,"Southern Company Services, Inc. (as Agent)",Form 714,2024,Q4,"5/30/2025, 1:46 PM",Accepted,260638
C001552,ALABAMA POWER COMPANY,Form 714,2024,Q4,"5/30/2025, 1:25 PM",Accepted,260632
C001553,Georgia Power Company,Form 714,2024,Q4,"5/30/2025, 1:22 PM",Accepted,260629
C001555,Mississippi Power Company,Form 714,2024,Q4,"5/30/2025, 1:17 PM",Accepted,260625
C001556,Southern Power Company,Form 714,2024,Q4,"5/30/2025, 1:13 PM",Accepted,260622
