CID,Company,Form,Year,Period,Date/Time,Status,Filing ID
C000241,"Dominion Energy South Carolina, Inc.",Form 714,2013,Q4,"11/19/2015, 3:40 PM",Migrated,15717
C001183,California Independent System Operator Corporation,Form 714,2013,Q4,"9/17/2015, 1:33 PM",Migrated,15720
C011432,Black Hills Corporation,Form 714,2013,Q4,"5/7/2015, 1:33 PM",Migrated,15697
C003680,Public Utility District No 1 of Chelan County,Form 714,2013,Q4,"4/17/2015, 12:32 PM",Migrated,15683
C002869,"BHE Wind Watch, LLC",Form 714,2013,Q4,"2/24/2015, 11:26 AM",Migrated,25745
C000709,Griffith Energy (GRIF),Form 714,2013,Q4,"2/24/2015, 11:26 AM",Migrated,25744
R714312,Glacier Wind Balancing Authority,Form 714,2013,Q4,"2/24/2015, 11:25 AM",Migrated,25742
R714154,"Duke Energy Control Area Services, LLC (Gila River Maricopa Arizona)",Form 714,2013,Q4,"2/24/2015, 11:25 AM",Migrated,25741
R714153,"Duke Energy Control Area Services, LLC (Arlington Valley WECC AZ)",Form 714,2013,Q4,"2/24/2015, 11:24 AM",Migrated,25740
C011378,"Gridforce Energy Management, LLC",Form 714,2013,Q4,"2/24/2015, 11:23 AM",Migrated,25739
C002087,New Harquahala Generating Station,Form 714,2013,Q4,"2/24/2015, 11:22 AM",Migrated,25746
C003669,South Carolina Public Service Authority,Form 714,2013,Q4,"2/19/2015, 10:07 AM",Migrated,15708
C004000,Sunflower Electric Power Corporation,Form 714,2013,Q4,"12/22/2014, 2:29 PM",Migrated,25769
R714292,City of West Memphis,Form 714,2013,Q4,"8/6/2014, 10:00 AM",Migrated,15664
R714156,City of North Little Rock,Form 714,2013,Q4,"8/6/2014, 9:59 AM",Migrated,15663
R714289,City of Conway,Form 714,2013,Q4,"8/6/2014, 9:57 AM",Migrated,15662
R714249,Sierra Pacific Resources,Form 714,2013,Q4,"8/1/2014, 11:00 AM",Migrated,15657
C001610,Nevada Power Company,Form 714,2013,Q4,"8/1/2014, 10:47 AM",Migrated,15656
R714273,Western Area Power Administration - Colorado-Missouri Control Area (Rocky Mtn Re,Form 714,2013,Q4,"7/30/2014, 9:44 AM",Migrated,15679
C011100,"Chugach Electric Association, Inc.",Form 714,2013,Q4,"7/30/2014, 8:42 AM",Migrated,25767
C011474,City of Tallahassee,Form 714,2013,Q4,"7/25/2014, 9:14 AM",Migrated,15669
C011510,Los Angeles Department of Water and Power,Form 714,2013,Q4,"7/16/2014, 8:38 PM",Migrated,25768
R714275,Western Area Power Administration - Upper Missouri West (Upper Great Plains Regi,Form 714,2013,Q4,"6/25/2014, 10:01 AM",Migrated,25758
R714165,ERCOT,Form 714,2013,Q4,"6/19/2014, 1:06 PM",Migrated,25766
R714233,Progress Energy (Carolina Power & Light Company),Form 714,2013,Q4,"6/19/2014, 11:16 AM",Migrated,25753
R714190,Westar Energy (KPL),Form 714,2013,Q4,"6/17/2014, 10:53 AM",Migrated,25755
C003849,Basin Electric Power Cooperative,Form 714,2013,Q4,"6/12/2014, 9:32 AM",Migrated,25765
C002447,"Buckeye Power, Inc.",Form 714,2013,Q4,"6/9/2014, 1:50 PM",Migrated,25764
C003808,"Central Electric Power Cooperative, Inc.",Form 714,2013,Q4,"6/5/2014, 4:51 PM",Migrated,25763
R714101,"PowerSouth Energy Cooperative (Alabama Electric Cooperative, Inc.)",Form 714,2013,Q4,"6/3/2014, 8:16 AM",Migrated,25762
