CID,Company,Form,Year,Period,Date/Time,Status,Filing ID
C001132,Portland General Electric Company,Form 714,2017,Q4,"5/16/2019, 12:48 PM",Migrated,26224
C011399,Sacramento Municipal Utility District (& City of Redding Electric Utility),Form 714,2017,Q4,"3/19/2019, 10:03 AM",Migrated,26130
C001184,Tucson Electric Power Company,Form 714,2017,Q4,"10/19/2018, 9:07 AM",Migrated,26152
C001552,ALABAMA POWER COMPANY,Form 714,2017,Q4,"10/2/2018, 9:29 AM",Migrated,26206
C002422,Orlando Utilities Commission,Form 714,2017,Q4,"9/13/2018, 11:37 AM",Migrated,26195
C001183,California Independent System Operator Corporation,Form 714,2017,Q4,"8/30/2018, 4:30 PM",Migrated,26153
C011405,"City of Tacoma, Dept. of Public Utilities",Form 714,2017,Q4,"8/17/2018, 8:23 AM",Migrated,26186
C011474,City of Tallahassee,Form 714,2017,Q4,"8/16/2018, 9:25 AM",Migrated,26122
C000116,Tampa Electric Company,Form 714,2017,Q4,"7/18/2018, 11:09 AM",Migrated,26216
C011428,City of Homestead,Form 714,2017,Q4,"7/16/2018, 8:48 AM",Migrated,26164
C003474,Seattle City Light,Form 714,2017,Q4,"7/9/2018, 12:18 PM",Migrated,26129
C000071,Public Service Company of Colorado,Form 714,2017,Q4,"7/6/2018, 3:24 PM",Migrated,26167
R714229,PacifiCorp - West,Form 714,2017,Q4,"7/6/2018, 3:17 PM",Migrated,26178
R714228,PacifiCorp - East,Form 714,2017,Q4,"7/6/2018, 3:14 PM",Migrated,26177
C011100,"Chugach Electric Association, Inc.",Form 714,2017,Q4,"7/6/2018, 11:17 AM",Migrated,26185
C003669,South Carolina Public Service Authority,Form 714,2017,Q4,"7/5/2018, 10:12 AM",Migrated,26174
C004245,Salt River Project Agricultural Improvement and Power District,Form 714,2017,Q4,"7/3/2018, 8:40 AM",Migrated,26165
R714153,"Duke Energy Control Area Services, LLC (Arlington Valley WECC AZ)",Form 714,2017,Q4,"7/2/2018, 9:52 AM",Migrated,26144
R714154,"Duke Energy Control Area Services, LLC (Gila River Maricopa Arizona)",Form 714,2017,Q4,"7/2/2018, 9:42 AM",Migrated,26140
