CID,Company,Form,Year,Period,Date/Time,Status,Filing ID
C001132,Portland General Electric Company,Form 714,2014,Q4,"7/12/2018, 4:33 PM",Migrated,25878
C000241,"Dominion Energy South Carolina, Inc.",Form 714,2014,Q4,"11/19/2015, 3:38 PM",Migrated,25824
C003850,Municipal Electric Authority of Georgia,Form 714,2014,Q4,"10/22/2015, 2:19 PM",Migrated,25885
C001183,California Independent System Operator Corporation,Form 714,2014,Q4,"9/17/2015, 2:15 PM",Migrated,25872
C000350,Southwestern Power Administration,Form 714,2014,Q4,"8/6/2015, 9:13 AM",Migrated,25884
C011518,Gainesville Regional Utilities,Form 714,2014,Q4,"7/24/2015, 11:12 AM",Migrated,25867
C001218,Public Service Company of New Mexico,Form 714,2014,Q4,"7/10/2015, 12:15 PM",Migrated,25854
C000030,"PJM Interconnection, L.L.C.",Form 714,2014,Q4,"7/9/2015, 11:34 AM",Migrated,25839
C000617,Rochester Gas and Electric Corporation,Form 714,2014,Q4,"7/9/2015, 10:23 AM",Migrated,25792
C000618,New York State Electric & Gas Corporation,Form 714,2014,Q4,"7/9/2015, 10:19 AM",Migrated,25793
C000290,"Duke Energy Carolinas, LLC",Form 714,2014,Q4,"7/8/2015, 4:17 PM",Migrated,25883
C004245,Salt River Project Agricultural Improvement and Power District,Form 714,2014,Q4,"7/8/2015, 2:44 PM",Migrated,25805
C011421,JEA,Form 714,2014,Q4,"7/7/2015, 11:26 AM",Migrated,25795
C011428,City of Homestead,Form 714,2014,Q4,"6/26/2015, 8:47 AM",Migrated,25882
C011100,"Chugach Electric Association, Inc.",Form 714,2014,Q4,"6/15/2015, 2:38 PM",Migrated,25881
C011373,Florida Municipal Power Pool,Form 714,2014,Q4,"6/12/2015, 2:30 PM",Migrated,25880
C000622,Ohio Valley Electric Corporation,Form 714,2014,Q4,"6/9/2015, 4:17 PM",Migrated,25820
C000028,ISO New England Inc.,Form 714,2014,Q4,"6/9/2015, 3:19 PM",Migrated,25870
R714234,Progress Energy (Florida Power Corp.),Form 714,2014,Q4,"6/8/2015, 2:03 PM",Migrated,25855
C011510,Los Angeles Department of Water and Power,Form 714,2014,Q4,"6/4/2015, 10:09 AM",Migrated,25876
C003554,Indiana Municipal Power Agency,Form 714,2014,Q4,"6/3/2015, 12:42 PM",Migrated,25879
R714233,Progress Energy (Carolina Power & Light Company),Form 714,2014,Q4,"6/3/2015, 11:15 AM",Migrated,25840
R714141,"City Utilities of Springfield, MO",Form 714,2014,Q4,"6/3/2015, 9:55 AM",Migrated,25877
R714165,ERCOT,Form 714,2014,Q4,"6/2/2015, 1:25 PM",Migrated,25875
C002422,Orlando Utilities Commission,Form 714,2014,Q4,"6/2/2015, 12:55 PM",Migrated,25874
C011374,City of St. Cloud,Form 714,2014,Q4,"6/2/2015, 12:31 PM",Migrated,25873
C011552,PUD No. 1 of Douglas County,Form 714,2014,Q4,"6/1/2015, 5:54 PM",Migrated,25871
C003746,Nebraska Public Power District,Form 714,2014,Q4,"6/1/2015, 3:32 PM",Migrated,25866
C004519,Imperial Irrigation District,Form 714,2014,Q4,"6/1/2015, 2:41 PM",Migrated,25869
C003677,Public Utility District No. 2 of Grant County,Form 714,2014,Q4,"6/1/2015, 2:22 PM",Migrated,25868
C001436,Arizona Public Service Company,Form 714,2014,Q4,"6/1/2015, 1:25 PM",Migrated,25865
R714253,Southern Company,Form 714,2014,Q4,"6/1/2015, 1:09 PM",Migrated,25864
C001556,Southern Power Company,Form 714,2014,Q4,"6/1/2015, 12:49 PM",Migrated,25863
C001555,Mississippi Power Company,Form 714,2014,Q4,"6/1/2015, 12:48 PM",Migrated,25861
C001554,Gulf Power Company,Form 714,2014,Q4,"6/1/2015, 12:47 PM",Migrated,25860
C001553,Georgia Power Company,Form 714,2014,Q4,"6/1/2015, 12:47 PM",Migrated,25859
C001552,ALABAMA POWER COMPANY,Form 714,2014,Q4,"6/1/2015, 12:44 PM",Migrated,25858
C011431,City of Burbank,Form 714,2014,Q4,"6/1/2015, 10:48 AM",Migrated,25862
C002357,Bonneville Power Administration,Form 714,2014,Q4,"6/1/2015, 10:38 AM",Migrated,25857
C000171,"Puget Sound Energy, Inc.",Form 714,2014,Q4,"6/1/2015, 10:03 AM",Migrated,25856
R714154,"Duke Energy Control Area Services, LLC (Gila River Maricopa Arizona)",Form 714,2014,Q4,"5/29/2015, 5:55 PM",Migrated,25853
C003749,Florida Municipal Power Agency,Form 714,2014,Q4,"5/29/2015, 5:43 PM",Migrated,25825
C000116,Tampa Electric Company,Form 714,2014,Q4,"5/29/2015, 5:05 PM",Migrated,25843
C000709,Griffith Energy (GRIF),Form 714,2014,Q4,"5/29/2015, 4:23 PM",Migrated,25849
C002869,"BHE Wind Watch, LLC",Form 714,2014,Q4,"5/29/2015, 4:17 PM",Migrated,25848
C002087,New Harquahala Generating Station,Form 714,2014,Q4,"5/29/2015, 4:15 PM",Migrated,25847
R714312,Glacier Wind Balancing Authority,Form 714,2014,Q4,"5/29/2015, 4:13 PM",Migrated,25846
R714153,"Duke Energy Control Area Services, LLC (Arlington Valley WECC AZ)",Form 714,2014,Q4,"5/29/2015, 4:10 PM",Migrated,25845
C011378,"Gridforce Energy Management, LLC",Form 714,2014,Q4,"5/29/2015, 4:08 PM",Migrated,25844
C000114,Southwest Power Pool (SPP),Form 714,2014,Q4,"5/29/2015, 3:13 PM",Migrated,25841
R714307,PacifiCorp - Part II Sch 2 (East & West combined),Form 714,2014,Q4,"5/29/2015, 2:44 PM",Migrated,25852
R714229,PacifiCorp - West,Form 714,2014,Q4,"5/29/2015, 2:41 PM",Migrated,25851
R714228,PacifiCorp - East,Form 714,2014,Q4,"5/29/2015, 2:40 PM",Migrated,25850
C001184,Tucson Electric Power Company,Form 714,2014,Q4,"5/29/2015, 1:56 PM",Migrated,25842
C001344,"Midcontinent Independent System Operator, Inc.",Form 714,2014,Q4,"5/29/2015, 1:46 PM",Migrated,25834
C011544,Minnesota Municipal Power Agency,Form 714,2014,Q4,"5/29/2015, 1:18 PM",Migrated,25837
C000038,"New York Independent System Operator, Inc.",Form 714,2014,Q4,"5/29/2015, 1:13 PM",Migrated,25833
C000685,San Diego Gas & Electric,Form 714,2014,Q4,"5/29/2015, 11:44 AM",Migrated,25838
C011405,"City of Tacoma, Dept. of Public Utilities",Form 714,2014,Q4,"5/29/2015, 11:09 AM",Migrated,25836
C000379,Avista Corporation,Form 714,2014,Q4,"5/29/2015, 11:04 AM",Migrated,25835
C000071,Public Service Company of Colorado,Form 714,2014,Q4,"5/29/2015, 10:52 AM",Migrated,25832
C002447,"Buckeye Power, Inc.",Form 714,2014,Q4,"5/29/2015, 9:44 AM",Migrated,25831
R714264,"Tex-La Electric Cooperative of Texas, Inc.",Form 714,2014,Q4,"5/28/2015, 8:22 PM",Migrated,25829
C011543,Northeast Texas Electric Cooperative,Form 714,2014,Q4,"5/28/2015, 8:22 PM",Migrated,25828
R714245,Sam Rayburn G&T Electric Coop.,Form 714,2014,Q4,"5/28/2015, 8:21 PM",Migrated,25827
C011400,Colorado Springs Utilities,Form 714,2014,Q4,"5/28/2015, 6:44 PM",Migrated,25830
C011446,Oklahoma Municipal Power Authority,Form 714,2014,Q4,"5/28/2015, 3:13 PM",Migrated,25826
C003661,Louisville Gas and Electric Company and Kentucky Utilities Company,Form 714,2014,Q4,"5/28/2015, 1:09 PM",Migrated,25819
C004480,Tennessee Valley Authority,Form 714,2014,Q4,"5/28/2015, 12:40 PM",Migrated,25822
C000620,Idaho Power Company,Form 714,2014,Q4,"5/28/2015, 12:04 PM",Migrated,25823
C001030,Florida Power & Light Company,Form 714,2014,Q4,"5/28/2015, 10:56 AM",Migrated,25818
R714112,Anchorage Municipal Light & Power,Form 714,2014,Q4,"5/28/2015, 9:53 AM",Migrated,25817
C003680,Public Utility District No 1 of Chelan County,Form 714,2014,Q4,"5/28/2015, 9:51 AM",Migrated,25821
C000045,"Wabash Valley Power Association, Inc.",Form 714,2014,Q4,"5/27/2015, 4:32 PM",Migrated,25816
C001298,"Golden Spread Electric Cooperative, Inc.",Form 714,2014,Q4,"5/27/2015, 1:13 PM",Migrated,25814
C011491,Eugene Water & Electric Board,Form 714,2014,Q4,"5/27/2015, 12:27 PM",Migrated,25815
C000465,El Paso Electric Company,Form 714,2014,Q4,"5/27/2015, 11:24 AM",Migrated,25813
C003669,South Carolina Public Service Authority,Form 714,2014,Q4,"5/27/2015, 9:08 AM",Migrated,25811
C003474,Seattle City Light,Form 714,2014,Q4,"5/27/2015, 8:44 AM",Migrated,25812
C011509,Turlock Irrigation District,Form 714,2014,Q4,"5/26/2015, 4:01 PM",Migrated,25810
R714275,Western Area Power Administration - Upper Missouri West (Upper Great Plains Regi,Form 714,2014,Q4,"5/26/2015, 12:50 PM",Migrated,25808
R714272,Western Area Power Admin - Upper Missouri-East (Upper Great Plains Region operat,Form 714,2014,Q4,"5/26/2015, 12:49 PM",Migrated,25807
R714150,"Dayton Power & Light Company, The",Form 714,2014,Q4,"5/26/2015, 12:41 PM",Migrated,25806
R714274,Western Area Power Administration - Lower Colorado control area (Desert Southwe,Form 714,2014,Q4,"5/26/2015, 12:30 PM",Migrated,25809
C003472,"Associated Electric Cooperative, Inc.",Form 714,2014,Q4,"5/22/2015, 2:23 PM",Migrated,25804
C003529,"Seminole Electric Cooperative, Inc",Form 714,2014,Q4,"5/22/2015, 10:20 AM",Migrated,25801
R714282,Wisconsin Public Power Inc.,Form 714,2014,Q4,"5/22/2015, 10:10 AM",Migrated,25803
C011399,Sacramento Municipal Utility District (& City of Redding Electric Utility),Form 714,2014,Q4,"5/22/2015, 7:48 AM",Migrated,25802
R714217,NorthWestern Energy,Form 714,2014,Q4,"5/21/2015, 9:10 AM",Migrated,25800
C011501,"Arizona Electric Power Cooperative, Inc.",Form 714,2014,Q4,"5/20/2015, 11:40 AM",Migrated,25799
R714101,"PowerSouth Energy Cooperative (Alabama Electric Cooperative, Inc.)",Form 714,2014,Q4,"5/20/2015, 10:43 AM",Migrated,25798
