CID,Company,Form,Year,Period,Date/Time,Status,Filing ID
C000771,"Southwest Power Pool, Inc.",Form 714,2022,Q4,"6/17/2024, 8:20 AM",Accepted,182166
C000771,"Southwest Power Pool, Inc.",Form 714,2022,Q4,"6/10/2024, 3:58 PM",Accepted,181985
C004245,Salt River Project Agricultural Improvement and Power District,Form 714,2022,Q4,"12/13/2023, 9:25 AM",Accepted,146737
C004245,Salt River Project Agricultural Improvement and Power District,Form 714,2022,Q4,"11/28/2023, 12:07 PM",Accepted,145948
C000771,"Southwest Power Pool, Inc.",Form 714,2022,Q4,"11/2/2023, 7:01 PM",Accepted,135295
C000771,"Southwest Power Pool, Inc.",Form 714,2022,Q4,"11/2/2023, 5:24 PM",Accepted,135294
C011399,Sacramento Municipal Utility District,Form 714,2022,Q4,"9/20/2023, 7:24 PM",Accepted,135160
C011399,Sacramento Municipal Utility District,Form 714,2022,Q4,"9/7/2023, 1:54 PM",Accepted,134925
C011347,Lakeland Electric,Form 714,2022,Q4,"8/9/2023, 11:19 AM",Accepted,113402
C011389,Cube Hydro Carolinas Yadkin,Form 714,2022,Q4,"7/27/2023, 10:20 AM",Accepted,113258
C011389,Cube Hydro Carolinas Yadkin,Form 714,2022,Q4,"7/27/2023, 10:06 AM",Accepted,113257
C011389,Cube Hydro Carolinas Yadkin,Form 714,2022,Q4,"7/24/2023, 11:54 AM",Accepted,113227
C001188,"Wolverine Power Supply Cooperative, Inc.",Form 714,2022,Q4,"7/18/2023, 7:00 PM",Accepted,113193
C002357,Bonneville Power Administration,Form 714,2022,Q4,"7/17/2023, 6:17 PM",Accepted,113189
C011428,City of Homestead,Form 714,2022,Q4,"7/17/2023, 11:29 AM",Accepted,113186
C011389,Cube Hydro Carolinas Yadkin,Form 714,2022,Q4,"7/13/2023, 11:47 AM",Accepted,113170
C003472,"Associated Electric Cooperative, Inc.",Form 714,2022,Q4,"7/11/2023, 10:22 AM",Accepted,113146
C001789,NorthWestern Corporation,Form 714,2022,Q4,"7/6/2023, 3:59 PM",Accepted,113116
C011367,Chattanooga Electric Power Board,Form 714,2022,Q4,"7/5/2023, 3:33 PM",Accepted,113113
C004480,Tennessee Valley Authority,Form 714,2022,Q4,"7/5/2023, 1:14 PM",Accepted,113111
C011420,Santee Cooper,Form 714,2022,Q4,"7/5/2023, 12:52 PM",Accepted,113109
C011542,"East Texas Electric Cooperative, Inc.",Form 714,2022,Q4,"7/3/2023, 5:43 PM",Accepted,113101
C011543,"Northeast Texas Electric Cooperative, Inc.",Form 714,2022,Q4,"7/3/2023, 5:41 PM",Accepted,113099
C011399,Sacramento Municipal Utility District,Form 714,2022,Q4,"7/3/2023, 2:25 PM",Accepted,113097
C011399,Sacramento Municipal Utility District,Form 714,2022,Q4,"7/3/2023, 1:24 PM",Accepted,113094
C001789,NorthWestern Corporation,Form 714,2022,Q4,"6/26/2023, 12:13 PM",Accepted,112998
C011100,Chugach Electric Association Inc.,Form 714,2022,Q4,"6/23/2023, 11:08 AM",Accepted,112968
C002422,Orlando Utilities Commission,Form 714,2022,Q4,"6/23/2023, 8:02 AM",Accepted,112960
C011420,Santee Cooper,Form 714,2022,Q4,"6/23/2023, 7:20 AM",Accepted,112959
C011374,City of St. Cloud,Form 714,2022,Q4,"6/22/2023, 5:32 PM",Accepted,112956
C011543,"Northeast Texas Electric Cooperative, Inc.",Form 714,2022,Q4,"6/22/2023, 4:08 PM",Accepted,112952
C000029,ISO New England Inc.,Form 714,2022,Q4,"6/21/2023, 9:14 AM",Accepted,112922
C000029,ISO New England Inc.,Form 714,2022,Q4,"6/14/2023, 1:27 PM",Accepted,112836
C011370,Western Area Power Administration - Rocky Mountain Region,Form 714,2022,Q4,"6/13/2023, 11:39 AM",Accepted,112799
C000030,"PJM Interconnection, L.L.C.",Form 714,2022,Q4,"6/12/2023, 12:22 PM",Accepted,112779
C001183,California Independent System Operator Corporation,Form 714,2022,Q4,"6/7/2023, 4:45 PM",Accepted,112512
C002357,Bonneville Power Administration,Form 714,2022,Q4,"6/7/2023, 2:53 PM",Accepted,112486
C003680,Public Utility District No 1 of Chelan County,Form 714,2022,Q4,"6/7/2023, 9:13 AM",Accepted,112429
C011380,New Harquahala BA,Form 714,2022,Q4,"6/5/2023, 5:28 PM",Accepted,112333
C000029,ISO New England Inc.,Form 714,2022,Q4,"6/5/2023, 3:25 PM",Accepted,112317
C000030,"PJM Interconnection, L.L.C.",Form 714,2022,Q4,"6/5/2023, 9:42 AM",Accepted,112266
C011370,Western Area Power Administration - Rocky Mountain Region,Form 714,2022,Q4,"6/2/2023, 4:47 PM",Accepted,112258
C011377,Arlington Valley WECC AZ,Form 714,2022,Q4,"6/2/2023, 3:39 PM",Accepted,112250
C011381,Griffith Energy (GRIF),Form 714,2022,Q4,"6/2/2023, 3:34 PM",Accepted,112248
C011378,"Gridforce Energy Management, LLC",Form 714,2022,Q4,"6/2/2023, 2:35 PM",Accepted,112235
C011544,Minnesota Municipal Power Agency,Form 714,2022,Q4,"6/2/2023, 11:47 AM",Accepted,112217
C000350,Southwestern Power Administration,Form 714,2022,Q4,"6/2/2023, 11:30 AM",Accepted,112215
C011474,City of Tallahassee Utilities,Form 714,2022,Q4,"6/2/2023, 11:02 AM",Accepted,112208
C011373,Florida Municipal Power Pool,Form 714,2022,Q4,"6/1/2023, 11:21 PM",Accepted,112184
C011552,PUD No. 1 of Douglas County,Form 714,2022,Q4,"6/1/2023, 5:17 PM",Accepted,112174
C004480,Tennessee Valley Authority,Form 714,2022,Q4,"6/1/2023, 5:15 PM",Accepted,112173
C003849,Basin Electric Power Cooperative,Form 714,2022,Q4,"6/1/2023, 5:02 PM",Accepted,112168
C011552,PUD No. 1 of Douglas County,Form 714,2022,Q4,"6/1/2023, 3:46 PM",Accepted,112157
C011518,Gainesville Regional Utilities,Form 714,2022,Q4,"6/1/2023, 2:50 PM",Accepted,112148
C011552,PUD No. 1 of Douglas County,Form 714,2022,Q4,"6/1/2023, 2:47 PM",Accepted,112146
C004245,Salt River Project Agricultural Improvement and Power District,Form 714,2022,Q4,"6/1/2023, 1:45 PM",Accepted,112136
C002422,Orlando Utilities Commission,Form 714,2022,Q4,"6/1/2023, 12:08 PM",Accepted,112128
C011374,City of St. Cloud,Form 714,2022,Q4,"6/1/2023, 11:39 AM",Accepted,112124
C011510,City of Los Angeles Department of Water and Power,Form 714,2022,Q4,"5/31/2023, 7:11 PM",Accepted,112104
C011405,"City of Tacoma, Dept. of Public Utilities",Form 714,2022,Q4,"5/31/2023, 6:33 PM",Accepted,112102
C009068,Gridliance Heartland Llc,Form 714,2022,Q4,"5/31/2023, 5:13 PM",Accepted,112089
C004339,PowerSouth Energy Cooperative,Form 714,2022,Q4,"5/31/2023, 5:03 PM",Accepted,112086
C011501,"Arizona Electric Power Cooperative, Inc.",Form 714,2022,Q4,"5/31/2023, 5:01 PM",Accepted,112085
C001526,"Avangrid Renewables, LLC",Form 714,2022,Q4,"5/31/2023, 3:01 PM",Accepted,112062
C000822,Public Service Company of Colorado,Form 714,2022,Q4,"5/31/2023, 2:29 PM",Accepted,112048
C000038,"New York Independent System Operator, Inc.",Form 714,2022,Q4,"5/31/2023, 2:06 PM",Accepted,112044
C000379,Avista Corporation,Form 714,2022,Q4,"5/31/2023, 1:54 PM",Accepted,112042
C001646,PacifiCorp,Form 714,2022,Q4,"5/31/2023, 11:38 AM",Accepted,112017
C011559,PacifiCorp - West BAA,Form 714,2022,Q4,"5/31/2023, 11:23 AM",Accepted,112015
C011560,PacifiCorp - East BAA,Form 714,2022,Q4,"5/31/2023, 11:17 AM",Accepted,112012
C001030,Florida Power & Light Company,Form 714,2022,Q4,"5/31/2023, 10:23 AM",Accepted,111998
C003529,"Seminole Electric Cooperative, Inc",Form 714,2022,Q4,"5/31/2023, 10:16 AM",Accepted,111996
C001184,Tucson Electric Power Company,Form 714,2022,Q4,"5/30/2023, 5:14 PM",Accepted,111973
C011400,Colorado Springs Utilities,Form 714,2022,Q4,"5/30/2023, 4:38 PM",Accepted,111960
C000241,"Dominion Energy South Carolina, Inc.",Form 714,2022,Q4,"5/30/2023, 3:47 PM",Accepted,111936
C001554,Gulf Power Company,Form 714,2022,Q4,"5/30/2023, 3:33 PM",Accepted,111932
C011542,"East Texas Electric Cooperative, Inc.",Form 714,2022,Q4,"5/30/2023, 3:10 PM",Accepted,111913
C001344,"Midcontinent Independent System Operator, Inc.",Form 714,2022,Q4,"5/30/2023, 3:01 PM",Accepted,111906
C000620,Idaho Power Company,Form 714,2022,Q4,"5/30/2023, 2:46 PM",Accepted,111901
C011454,Western Area Power Administration - Upper Great Plains Region,Form 714,2022,Q4,"5/30/2023, 1:04 PM",Accepted,111869
