CID,Company,Form,Year,Period,Date/Time,Status,Filing ID
C000852,"System Energy Resources, Inc.",Form 1,2016,Q4,"12/15/2023, 12:37 PM",Accepted,146771
C000852,"System Energy Resources, Inc.",Form 1,2016,Q4,"10/26/2023, 1:26 PM",Accepted,135250
C001421,"Black Hills Power, Inc.",Form 1,2016,Q4,"10/29/2019, 3:24 PM",Migrated,44189
C001454,"Cheyenne Light, Fuel and Power Company",Form 1,2016,Q4,"10/28/2019, 4:46 PM",Migrated,44197
C001696,"Black Hills Colorado Electric, LLC",Form 1,2016,Q4,"10/25/2019, 11:38 AM",Migrated,44198
C001130,The Empire District Electric Company,Form 1,2016,Q4,"8/20/2019, 3:33 PM",Migrated,44178
C000685,San Diego Gas & Electric,Form 1,2016,Q4,"10/26/2018, 2:37 PM",Migrated,44192
C000135,"Duke Energy Progress, LLC",Form 1,2016,Q4,"6/22/2018, 3:07 PM",Migrated,44093
C000116,Tampa Electric Company,Form 1,2016,Q4,"1/29/2018, 11:36 AM",Migrated,44209
C000041,Southern California Edison Company,Form 1,2016,Q4,"10/13/2017, 3:41 PM",Migrated,44074
C000553,Louisville Gas and Electric Company,Form 1,2016,Q4,"6/29/2017, 11:49 AM",Migrated,44019
C000555,Kentucky Utilities Company,Form 1,2016,Q4,"6/29/2017, 11:47 AM",Migrated,44018
C005239,"4C Acquisition, LLC",Form 1,2016,Q4,"6/16/2017, 5:16 PM",Migrated,44402
C000120,Versant Power,Form 1,2016,Q4,"6/16/2017, 1:25 PM",Migrated,44182
C001307,Liberty Utilities (Granite State Electric) Corp.,Form 1,2016,Q4,"6/8/2017, 7:17 PM",Migrated,44181
C001252,Vermont Transco LLC,Form 1,2016,Q4,"6/6/2017, 7:08 AM",Migrated,44087
C001656,New England Hydro Transmission Electric Company,Form 1,2016,Q4,"6/1/2017, 2:31 PM",Migrated,44167
C005067,GridLiance High Plains LLC,Form 1,2016,Q4,"6/1/2017, 8:50 AM",Migrated,44175
C001322,National Grid Generation LLC,Form 1,2016,Q4,"5/31/2017, 5:13 PM",Migrated,44173
C001009,"Southern Indiana Gas and Electric Company, Inc.",Form 1,2016,Q4,"5/30/2017, 1:33 PM",Migrated,44193
C000501,Upper Peninsula Power Company,Form 1,2016,Q4,"5/17/2017, 11:13 AM",Migrated,44218
C002115,Connecticut Yankee Atomic Power Company,Form 1,2016,Q4,"5/15/2017, 2:55 PM",Migrated,44216
C003483,Maine Yankee Atomic Power Company,Form 1,2016,Q4,"5/15/2017, 8:45 AM",Migrated,44214
C002116,Yankee Atomic Electric Company,Form 1,2016,Q4,"5/15/2017, 8:35 AM",Migrated,44213
C000691,Wisconsin Power and Light Company,Form 1,2016,Q4,"5/10/2017, 3:40 PM",Migrated,44151
C001153,Lockhart Power Company,Form 1,2016,Q4,"5/10/2017, 1:09 PM",Migrated,44015
C011304,Indiana-Kentucky Electric Corporation,Form 1,2016,Q4,"5/4/2017, 2:43 PM",Migrated,44208
C000622,Ohio Valley Electric Corporation,Form 1,2016,Q4,"5/4/2017, 2:42 PM",Migrated,44207
C003203,Smoky Mountain Transmission LLC,Form 1,2016,Q4,"5/3/2017, 6:40 PM",Migrated,44123
C000616,"Maine Electric Power Company, Inc.",Form 1,2016,Q4,"5/1/2017, 7:49 PM",Migrated,44206
C001298,"Golden Spread Electric Cooperative, Inc.",Form 1,2016,Q4,"5/1/2017, 3:54 PM",Migrated,44190
C001731,Consolidated Water Power Company,Form 1,2016,Q4,"5/1/2017, 12:48 PM",Migrated,44205
C007624,"New York Transco, LLC",Form 1,2016,Q4,"4/28/2017, 8:13 PM",Migrated,44204
C001330,Alcoa Power Generating Inc.,Form 1,2016,Q4,"4/20/2017, 7:29 PM",Migrated,44202
C001607,The United Illuminating Company,Form 1,2016,Q4,"4/20/2017, 4:25 PM",Migrated,44203
C002419,"Sharyland Utilities, L.P.",Form 1,2016,Q4,"4/19/2017, 6:21 PM",Migrated,44168
C000618,New York State Electric & Gas Corporation,Form 1,2016,Q4,"4/18/2017, 11:23 PM",Migrated,44201
C001188,"Wolverine Power Supply Cooperative, Inc.",Form 1,2016,Q4,"4/18/2017, 10:09 PM",Migrated,44200
C000617,Rochester Gas and Electric Corporation,Form 1,2016,Q4,"4/18/2017, 9:06 PM",Migrated,44199
