CID,Company,Form,Year,Period,Date/Time,Status,Filing ID
C000241,"Dominion Energy South Carolina, Inc.",Form 714,2012,Q4,"11/19/2015, 3:41 PM",Migrated,15577
C003680,Public Utility District No 1 of Chelan County,Form 714,2012,Q4,"4/17/2015, 12:26 PM",Migrated,15509
C003669,South Carolina Public Service Authority,Form 714,2012,Q4,"2/19/2015, 3:25 PM",Migrated,15578
C000171,"Puget Sound Energy, Inc.",Form 714,2012,Q4,"8/2/2013, 7:30 PM",Migrated,15641
C001552,ALABAMA POWER COMPANY,Form 714,2012,Q4,"7/16/2013, 7:08 AM",Migrated,15618
R714165,ERCOT,Form 714,2012,Q4,"6/28/2013, 3:53 PM",Migrated,15640
C001030,Florida Power & Light Company,Form 714,2012,Q4,"6/27/2013, 11:13 AM",Migrated,15608
R714141,"City Utilities of Springfield, MO",Form 714,2012,Q4,"6/21/2013, 1:29 PM",Migrated,15638
C003590,Arkansas Electric Cooperative Corporation,Form 714,2012,Q4,"6/20/2013, 3:22 PM",Migrated,15639
C003474,Seattle City Light,Form 714,2012,Q4,"6/10/2013, 2:30 PM",Migrated,15616
C003677,Public Utility District No. 2 of Grant County,Form 714,2012,Q4,"6/9/2013, 10:21 PM",Migrated,15601
C011518,Gainesville Regional Utilities,Form 714,2012,Q4,"6/7/2013, 4:03 PM",Migrated,15637
C004519,Imperial Irrigation District,Form 714,2012,Q4,"6/4/2013, 5:16 PM",Migrated,15636
C001436,Arizona Public Service Company,Form 714,2012,Q4,"6/4/2013, 2:34 PM",Migrated,15594
C000290,"Duke Energy Carolinas, LLC",Form 714,2012,Q4,"6/3/2013, 4:26 PM",Migrated,15635
R714113,KCP&L Greater Missouri Operations Company (Former Aquila Networks MPS),Form 714,2012,Q4,"6/3/2013, 2:28 PM",Migrated,15634
C001181,"Evergy Metro, Inc.",Form 714,2012,Q4,"6/3/2013, 2:26 PM",Migrated,15633
C001130,Empire District Electric Company (the),Form 714,2012,Q4,"6/3/2013, 2:07 PM",Migrated,15546
R714259,Southwestern Public Service Company (Xcel),Form 714,2012,Q4,"6/3/2013, 10:00 AM",Migrated,15583
C011100,"Chugach Electric Association, Inc.",Form 714,2012,Q4,"6/3/2013, 9:45 AM",Migrated,15536
R714233,Progress Energy (Carolina Power & Light Company),Form 714,2012,Q4,"6/1/2013, 3:36 PM",Migrated,15632
C000116,Tampa Electric Company,Form 714,2012,Q4,"5/31/2013, 4:22 PM",Migrated,15627
C000030,"PJM Interconnection, L.L.C.",Form 714,2012,Q4,"5/31/2013, 3:22 PM",Migrated,15626
C003808,"Central Electric Power Cooperative, Inc.",Form 714,2012,Q4,"5/31/2013, 3:21 PM",Migrated,15625
C011552,PUD No. 1 of Douglas County,Form 714,2012,Q4,"5/31/2013, 3:00 PM",Migrated,15631
C011501,"Arizona Electric Power Cooperative, Inc.",Form 714,2012,Q4,"5/31/2013, 2:09 PM",Migrated,15630
C001556,Southern Power Company,Form 714,2012,Q4,"5/31/2013, 1:57 PM",Migrated,15623
C001555,Mississippi Power Company,Form 714,2012,Q4,"5/31/2013, 1:54 PM",Migrated,15621
C001554,Gulf Power Company,Form 714,2012,Q4,"5/31/2013, 1:52 PM",Migrated,15622
C001553,Georgia Power Company,Form 714,2012,Q4,"5/31/2013, 1:52 PM",Migrated,15620
R714253,Southern Company,Form 714,2012,Q4,"5/31/2013, 1:49 PM",Migrated,15619
C004480,Tennessee Valley Authority,Form 714,2012,Q4,"5/31/2013, 1:44 PM",Migrated,15614
C004245,Salt River Project Agricultural Improvement and Power District,Form 714,2012,Q4,"5/31/2013, 1:30 PM",Migrated,15629
C002357,Bonneville Power Administration,Form 714,2012,Q4,"5/31/2013, 1:25 PM",Migrated,15628
C004000,Sunflower Electric Power Corporation,Form 714,2012,Q4,"5/31/2013, 1:23 PM",Migrated,15617
C011544,Minnesota Municipal Power Agency,Form 714,2012,Q4,"5/31/2013, 12:52 PM",Migrated,15615
C000071,Public Service Company of Colorado,Form 714,2012,Q4,"5/31/2013, 12:51 PM",Migrated,15591
R714150,"Dayton Power & Light Company, The",Form 714,2012,Q4,"5/31/2013, 12:17 PM",Migrated,15612
C011510,Los Angeles Department of Water and Power,Form 714,2012,Q4,"5/31/2013, 12:10 PM",Migrated,15624
C000685,San Diego Gas & Electric,Form 714,2012,Q4,"5/31/2013, 10:41 AM",Migrated,15613
C011446,Oklahoma Municipal Power Authority,Form 714,2012,Q4,"5/31/2013, 10:32 AM",Migrated,15611
C000038,"New York Independent System Operator, Inc.",Form 714,2012,Q4,"5/31/2013, 10:26 AM",Migrated,15609
R714252,South Mississippi Electric Power Association,Form 714,2012,Q4,"5/31/2013, 9:32 AM",Migrated,15610
C001344,"Midcontinent Independent System Operator, Inc.",Form 714,2012,Q4,"5/31/2013, 9:15 AM",Migrated,15607
C007584,Cube Yadkin Transmission LLC,Form 714,2012,Q4,"5/31/2013, 8:25 AM",Migrated,15606
C000028,ISO New England Inc.,Form 714,2012,Q4,"5/30/2013, 4:46 PM",Migrated,15599
C011543,Northeast Texas Electric Cooperative,Form 714,2012,Q4,"5/30/2013, 4:42 PM",Migrated,15598
R714245,Sam Rayburn G&T Electric Coop.,Form 714,2012,Q4,"5/30/2013, 4:42 PM",Migrated,15597
R714264,"Tex-La Electric Cooperative of Texas, Inc.",Form 714,2012,Q4,"5/30/2013, 4:41 PM",Migrated,15596
R714307,PacifiCorp - Part II Sch 2 (East & West combined),Form 714,2012,Q4,"5/30/2013, 4:28 PM",Migrated,15605
R714228,PacifiCorp - East,Form 714,2012,Q4,"5/30/2013, 4:27 PM",Migrated,15604
R714229,PacifiCorp - West,Form 714,2012,Q4,"5/30/2013, 4:26 PM",Migrated,15603
C003746,Nebraska Public Power District,Form 714,2012,Q4,"5/30/2013, 4:21 PM",Migrated,15600
C011405,"City of Tacoma, Dept. of Public Utilities",Form 714,2012,Q4,"5/30/2013, 4:18 PM",Migrated,15602
C000114,Southwest Power Pool (SPP),Form 714,2012,Q4,"5/30/2013, 3:10 PM",Migrated,15595
C011428,City of Homestead,Form 714,2012,Q4,"5/30/2013, 3:06 PM",Migrated,15593
C002671,"American Electric Power Company, Inc.",Form 714,2012,Q4,"5/30/2013, 1:09 PM",Migrated,15590
R714234,Progress Energy (Florida Power Corp.),Form 714,2012,Q4,"5/30/2013, 12:13 PM",Migrated,15587
R714274,Western Area Power Administration - Lower Colorado control area (Desert Southwe,Form 714,2012,Q4,"5/30/2013, 11:39 AM",Migrated,15592
C000620,Idaho Power Company,Form 714,2012,Q4,"5/30/2013, 10:59 AM",Migrated,15589
R714275,Western Area Power Administration - Upper Missouri West (Upper Great Plains Regi,Form 714,2012,Q4,"5/30/2013, 10:32 AM",Migrated,15586
R714272,Western Area Power Admin - Upper Missouri-East (Upper Great Plains Region operat,Form 714,2012,Q4,"5/30/2013, 10:31 AM",Migrated,15585
D004410,Omaha Public Power District,Form 714,2012,Q4,"5/30/2013, 10:23 AM",Migrated,15584
C001184,Tucson Electric Power Company,Form 714,2012,Q4,"5/30/2013, 9:43 AM",Migrated,15588
C002036,East Kentucky Power Cooperative,Form 714,2012,Q4,"5/30/2013, 9:29 AM",Migrated,15581
R714138,City of Lafayette Utilities System,Form 714,2012,Q4,"5/30/2013, 9:22 AM",Migrated,15580
C003529,"Seminole Electric Cooperative, Inc",Form 714,2012,Q4,"5/30/2013, 7:59 AM",Migrated,15582
C000617,Rochester Gas and Electric Corporation,Form 714,2012,Q4,"5/29/2013, 1:54 PM",Migrated,15553
C003701,Western Farmers Electric Cooperative,Form 714,2012,Q4,"5/29/2013, 12:39 PM",Migrated,15579
C000618,New York State Electric & Gas Corporation,Form 714,2012,Q4,"5/29/2013, 10:56 AM",Migrated,15573
C003851,Platte River Power Authority,Form 714,2012,Q4,"5/29/2013, 10:51 AM",Migrated,15575
C003836,"Tri-State Generation and Transmission Association, Inc.",Form 714,2012,Q4,"5/29/2013, 10:19 AM",Migrated,15574
C011431,City of Burbank,Form 714,2012,Q4,"5/29/2013, 9:53 AM",Migrated,15576
R714322,Constellation Energy Control and Dispatch - for Brazos,Form 714,2012,Q4,"5/29/2013, 9:20 AM",Migrated,15572
R714290,City of Ruston,Form 714,2012,Q4,"5/29/2013, 9:19 AM",Migrated,15571
R714320,City of Osceola (OMLP) - SERC,Form 714,2012,Q4,"5/29/2013, 9:19 AM",Migrated,15570
R714294,City of Benton,Form 714,2012,Q4,"5/29/2013, 9:18 AM",Migrated,15569
R714164,Entergy Corporation/Services (Entergy System),Form 714,2012,Q4,"5/28/2013, 5:39 PM",Migrated,15568
C003749,Florida Municipal Power Agency,Form 714,2012,Q4,"5/28/2013, 4:57 PM",Migrated,15564
C002022,Union Power Partners,Form 714,2012,Q4,"5/28/2013, 3:59 PM",Migrated,15566
R714313,Plum Point Energy Associates (PLUM) -SERC REGION,Form 714,2012,Q4,"5/28/2013, 3:58 PM",Migrated,15565
C002087,New Harquahala Generating Station,Form 714,2012,Q4,"5/28/2013, 3:57 PM",Migrated,15563
C000709,Griffith Energy (GRIF),Form 714,2012,Q4,"5/28/2013, 3:56 PM",Migrated,15562
R714312,Glacier Wind Balancing Authority,Form 714,2012,Q4,"5/28/2013, 3:54 PM",Migrated,15561
R714154,"Duke Energy Control Area Services, LLC (Gila River Maricopa Arizona)",Form 714,2012,Q4,"5/28/2013, 3:53 PM",Migrated,15560
R714288,Batesville Balancing Authority,Form 714,2012,Q4,"5/28/2013, 3:52 PM",Migrated,15559
R714153,"Duke Energy Control Area Services, LLC (Arlington Valley WECC AZ)",Form 714,2012,Q4,"5/28/2013, 3:50 PM",Migrated,15558
C003472,"Associated Electric Cooperative, Inc.",Form 714,2012,Q4,"5/28/2013, 3:48 PM",Migrated,15557
R714142,Cleco Corporation,Form 714,2012,Q4,"5/28/2013, 3:11 PM",Migrated,15556
R714178,"Hawaiian Electric Company, Inc",Form 714,2012,Q4,"5/28/2013, 11:49 AM",Migrated,15567
C001218,Public Service Company of New Mexico,Form 714,2012,Q4,"5/28/2013, 10:21 AM",Migrated,15555
C011400,Colorado Springs Utilities,Form 714,2012,Q4,"5/28/2013, 9:59 AM",Migrated,15554
R714112,Anchorage Municipal Light & Power,Form 714,2012,Q4,"5/24/2013, 5:25 PM",Migrated,15552
C000622,Ohio Valley Electric Corporation,Form 714,2012,Q4,"5/24/2013, 4:04 PM",Migrated,15551
R714214,Northeast Utilities Service Company,Form 714,2012,Q4,"5/24/2013, 2:28 PM",Migrated,15550
R714200,"Memphis Light, Gas and Water",Form 714,2012,Q4,"5/23/2013, 5:04 PM",Migrated,15549
C000350,Southwestern Power Administration,Form 714,2012,Q4,"5/23/2013, 12:25 PM",Migrated,15548
C002079,"Electric Energy, Inc.",Form 714,2012,Q4,"5/23/2013, 11:21 AM",Migrated,15547
C002447,"Buckeye Power, Inc.",Form 714,2012,Q4,"5/22/2013, 3:29 PM",Migrated,15544
C000379,Avista Corporation,Form 714,2012,Q4,"5/22/2013, 2:50 PM",Migrated,15545
R714217,NorthWestern Energy,Form 714,2012,Q4,"5/22/2013, 11:27 AM",Migrated,15543
R714273,Western Area Power Administration - Colorado-Missouri Control Area (Rocky Mtn Re,Form 714,2012,Q4,"5/22/2013, 9:12 AM",Migrated,15535
R714193,Lincoln Electric System,Form 714,2012,Q4,"5/21/2013, 11:20 AM",Migrated,15542
C011491,Eugene Water & Electric Board,Form 714,2012,Q4,"5/21/2013, 8:46 AM",Migrated,15541
C001132,Portland General Electric Company,Form 714,2012,Q4,"5/21/2013, 8:37 AM",Migrated,15540
C001183,California Independent System Operator Corporation,Form 714,2012,Q4,"5/20/2013, 2:15 PM",Migrated,15539
C000465,El Paso Electric Company,Form 714,2012,Q4,"5/20/2013, 10:53 AM",Migrated,15538
R714195,Louisiana Energy & Power Authority,Form 714,2012,Q4,"5/20/2013, 9:41 AM",Migrated,15537
R714190,Westar Energy (KPL),Form 714,2012,Q4,"5/17/2013, 2:40 PM",Migrated,15534
R714156,City of North Little Rock,Form 714,2012,Q4,"5/17/2013, 11:37 AM",Migrated,15532
R714289,City of Conway,Form 714,2012,Q4,"5/17/2013, 11:33 AM",Migrated,15531
R714292,City of West Memphis,Form 714,2012,Q4,"5/17/2013, 11:30 AM",Migrated,15530
C011509,Turlock Irrigation District,Form 714,2012,Q4,"5/17/2013, 11:06 AM",Migrated,15533
C011432,Black Hills Corporation,Form 714,2012,Q4,"5/16/2013, 2:03 PM",Migrated,15529
C011512,Decatur Utilities,Form 714,2012,Q4,"5/15/2013, 3:14 PM",Migrated,15528
C000045,"Wabash Valley Power Association, Inc.",Form 714,2012,Q4,"5/15/2013, 1:14 PM",Migrated,15526
C011508,Metropolitan Water District of Southern California,Form 714,2012,Q4,"5/15/2013, 11:10 AM",Migrated,15527
C004202,Oklahoma Gas & Electric Company,Form 714,2012,Q4,"5/14/2013, 2:46 PM",Migrated,15525
C011562,Square Butte Electric Coop,Form 714,2012,Q4,"5/14/2013, 10:32 AM",Migrated,15524
C004098,"Minnkota Power Cooperative, Inc.",Form 714,2012,Q4,"5/14/2013, 10:31 AM",Migrated,15523
C011474,City of Tallahassee,Form 714,2012,Q4,"5/14/2013, 10:26 AM",Migrated,15522
R714282,Wisconsin Public Power Inc.,Form 714,2012,Q4,"5/14/2013, 8:36 AM",Migrated,15521
C003661,Louisville Gas and Electric Company and Kentucky Utilities Company,Form 714,2012,Q4,"5/13/2013, 2:02 PM",Migrated,15520
R714162,Electric Power Board of Chattanooga,Form 714,2012,Q4,"5/13/2013, 11:23 AM",Migrated,15519
R714101,"PowerSouth Energy Cooperative (Alabama Electric Cooperative, Inc.)",Form 714,2012,Q4,"5/8/2013, 10:30 AM",Migrated,15518
C003561,Oglethorpe Power Corporation (An Electric Membership Corporation),Form 714,2012,Q4,"5/7/2013, 5:18 PM",Migrated,15517
C011421,JEA,Form 714,2012,Q4,"5/7/2013, 10:28 AM",Migrated,15516
R714249,Sierra Pacific Resources,Form 714,2012,Q4,"5/6/2013, 5:26 PM",Migrated,15515
C001298,"Golden Spread Electric Cooperative, Inc.",Form 714,2012,Q4,"5/6/2013, 4:32 PM",Migrated,15513
C001610,Nevada Power Company,Form 714,2012,Q4,"5/6/2013, 3:24 PM",Migrated,15514
C011399,Sacramento Municipal Utility District (& City of Redding Electric Utility),Form 714,2012,Q4,"5/6/2013, 11:35 AM",Migrated,15512
C003527,Grand River Dam Authority,Form 714,2012,Q4,"5/3/2013, 8:32 AM",Migrated,15511
R714199,Massachusetts Municipal Wholesale,Form 714,2012,Q4,"5/2/2013, 9:10 AM",Migrated,15510
C003554,Indiana Municipal Power Agency,Form 714,2012,Q4,"4/29/2013, 2:19 PM",Migrated,15508
R714177,Greenville Utilities Commission,Form 714,2012,Q4,"4/26/2013, 11:58 AM",Migrated,15507
R714187,Kansas City Board of Public Utilities & Wyandotte County,Form 714,2012,Q4,"4/23/2013, 10:55 AM",Migrated,15506
C011374,City of St. Cloud,Form 714,2012,Q4,"4/8/2013, 8:30 AM",Migrated,15505
C002422,Orlando Utilities Commission,Form 714,2012,Q4,"4/8/2013, 8:21 AM",Migrated,15504
C011373,Florida Municipal Power Pool,Form 714,2012,Q4,"3/27/2013, 11:55 AM",Migrated,15503
C011568,Modesto Irrigation District,Form 714,2012,Q4,"3/19/2013, 1:32 PM",Migrated,15502
R714284,Missouri River Energy Services,Form 714,2012,Q4,"3/19/2013, 11:10 AM",Migrated,15501
C001188,"Wolverine Power Supply Cooperative, Inc.",Form 714,2012,Q4,"3/19/2013, 11:01 AM",Migrated,15500
C011347,Lakeland Electric,Form 714,2012,Q4,"3/18/2013, 12:41 PM",Migrated,15499
