CID,Company,Form,Year,Period,Date/Time,Status,Filing ID
C011212,"Dominion Energy Services, Inc.",Form 60,2020,Q4,"11/7/2024, 3:57 PM",Accepted,204353
C011442,Sempra Services Corporation,Form 60,2020,Q4,"5/3/2021, 10:09 AM",Migrated,47531
C004283,"Entergy Nuclear Operations, Inc.",Form 60,2020,Q4,"5/3/2021, 9:05 AM",Migrated,15352
C011112,ATC Management Inc.,Form 60,2020,Q4,"5/3/2021, 8:37 AM",Migrated,15353
C011554,Liberty Utilities (Canada) Corp.,Form 60,2020,Q4,"4/30/2021, 5:16 PM",Migrated,15351
C011555,Liberty Utilities Service Corp.,Form 60,2020,Q4,"4/30/2021, 5:14 PM",Migrated,15350
C011553,Algonquin Power & Utilities Corp.,Form 60,2020,Q4,"4/30/2021, 5:11 PM",Migrated,15349
C003610,"Southern Company Services, Inc. (as Agent)",Form 60,2020,Q4,"4/30/2021, 3:49 PM",Migrated,15348
C000690,"Alliant Energy Corporate Services, Inc.",Form 60,2020,Q4,"4/30/2021, 2:07 PM",Migrated,15347
C002146,"Entergy Services, LLC",Form 60,2020,Q4,"4/30/2021, 12:00 PM",Migrated,15346
C004556,Eversource Energy Service Company (as agent),Form 60,2020,Q4,"4/30/2021, 11:57 AM",Migrated,15345
R060005,"Entergy Operations, Inc.                                                       ",Form 60,2020,Q4,"4/30/2021, 10:53 AM",Migrated,15344
R060008,"Entergy Nuclear Operations, Inc.                                               ",Form 60,2020,Q4,"4/30/2021, 10:51 AM",Migrated,15343
R060006,"Entergy Enterprises, Inc.                                                      ",Form 60,2020,Q4,"4/30/2021, 10:48 AM",Migrated,15342
R060007,"Entergy Services, Inc.                                                          ",Form 60,2020,Q4,"4/30/2021, 10:44 AM",Migrated,15341
C011433,PPL EU Services Corporation,Form 60,2020,Q4,"4/29/2021, 5:37 PM",Migrated,15339
R060034,PNMR Services Company                                                           ,Form 60,2020,Q4,"4/29/2021, 5:10 PM",Migrated,15340
C011363,LG&E and KU Services Company,Form 60,2020,Q4,"4/29/2021, 4:10 PM",Migrated,15338
R060017,"National Grid Engineering & Survey, Inc.                                       ",Form 60,2020,Q4,"4/29/2021, 10:44 AM",Migrated,15337
R060033,National Grid USA Service Company Inc.                                         ,Form 60,2020,Q4,"4/29/2021, 10:41 AM",Migrated,15336
R060013,"Dominion Resources Services, Inc.                                              ",Form 60,2020,Q4,"4/29/2021, 10:27 AM",Migrated,15335
R060024,PHI Service Company                                                            ,Form 60,2020,Q4,"4/29/2021, 10:05 AM",Migrated,15334
R060032,Great Plains Energy Services Incorporated                                      ,Form 60,2020,Q4,"4/28/2021, 2:37 PM",Migrated,15333
R060044,Columbia Pipeline Group Service Company,Form 60,2020,Q4,"4/28/2021, 2:07 PM",Migrated,15332
C011434,PPL Services Corporation,Form 60,2020,Q4,"4/28/2021, 11:36 AM",Migrated,15331
R060019,"Southern Company Services, Inc.                                                ",Form 60,2020,Q4,"4/28/2021, 8:54 AM",Migrated,15330
R060010,"Southern Nuclear Operating Company, Inc.                                       ",Form 60,2020,Q4,"4/28/2021, 7:45 AM",Migrated,15329
C011106,WEC Business Services LLC,Form 60,2020,Q4,"4/28/2021, 7:45 AM",Migrated,15328
R060014,"Exelon Business Services Company, LLC                                          ",Form 60,2020,Q4,"4/27/2021, 5:25 PM",Migrated,15327
R060009,"SCANA Services, Inc.                                                           ",Form 60,2020,Q4,"4/27/2021, 11:23 AM",Migrated,15326
R060022,"Duke Energy Business Services, LLC                                             ",Form 60,2020,Q4,"4/27/2021, 11:12 AM",Migrated,15325
R060021,"Alliant Energy Corporate Services, Inc.                                        ",Form 60,2020,Q4,"4/26/2021, 5:10 PM",Migrated,15324
C011210,"AES US Services, LLC",Form 60,2020,Q4,"4/23/2021, 2:41 PM",Migrated,15323
R060029,American Electric Power Service Corporation                                    ,Form 60,2020,Q4,"4/22/2021, 8:46 AM",Migrated,15322
R060002,Xcel Energy Services Inc.                                                      ,Form 60,2020,Q4,"4/7/2021, 11:21 AM",Migrated,15321
R060020,NiSource Corporate Services Company                                            ,Form 60,2020,Q4,"4/6/2021, 1:24 PM",Migrated,15320
R060026,"Black Hills Service Company, LLC                                               ",Form 60,2020,Q4,"4/5/2021, 1:34 PM",Migrated,15319
R060030,Unitil Service Corporation                                                     ,Form 60,2020,Q4,"3/30/2021, 10:06 AM",Migrated,15318
