CID,Company,Form,Year,Period,Date/Time,Status,Filing ID
C011212,"Dominion Energy Services, Inc.",Form 60,2019,Q4,"11/8/2024, 9:12 AM",Accepted,204368
R060026,"Black Hills Service Company, LLC                                               ",Form 60,2019,Q4,"6/26/2020, 7:50 AM",Migrated,15317
R060013,"Dominion Resources Services, Inc.                                              ",Form 60,2019,Q4,"6/2/2020, 10:18 AM",Migrated,15316
R060033,National Grid USA Service Company Inc.                                         ,Form 60,2019,Q4,"6/1/2020, 3:08 PM",Migrated,15315
R060017,"National Grid Engineering & Survey, Inc.                                       ",Form 60,2019,Q4,"6/1/2020, 2:58 PM",Migrated,15314
C003610,"Southern Company Services, Inc. (as Agent)",Form 60,2019,Q4,"6/1/2020, 1:26 PM",Migrated,15313
R060029,American Electric Power Service Corporation                                    ,Form 60,2019,Q4,"6/1/2020, 11:51 AM",Migrated,15312
R060038,"CenterPoint Energy Service Company, LLC                                        ",Form 60,2019,Q4,"6/1/2020, 9:44 AM",Migrated,15311
R060022,"Duke Energy Business Services, LLC                                             ",Form 60,2019,Q4,"5/29/2020, 10:50 AM",Migrated,15310
C011507,Liberty Energy Utilities (New Hampshire) Corp.,Form 60,2019,Q4,"5/29/2020, 10:10 AM",Migrated,15309
R060009,"SCANA Services, Inc.                                                           ",Form 60,2019,Q4,"5/29/2020, 9:04 AM",Migrated,15308
R060010,"Southern Nuclear Operating Company, Inc.                                       ",Form 60,2019,Q4,"5/28/2020, 10:18 AM",Migrated,15307
R060019,"Southern Company Services, Inc.                                                ",Form 60,2019,Q4,"5/28/2020, 7:09 AM",Migrated,15306
R060021,"Alliant Energy Corporate Services, Inc.                                        ",Form 60,2019,Q4,"5/26/2020, 4:05 PM",Migrated,15305
C011555,Liberty Utilities Service Corp.,Form 60,2019,Q4,"5/22/2020, 11:51 AM",Migrated,15303
C011554,Liberty Utilities (Canada) Corp.,Form 60,2019,Q4,"5/22/2020, 11:45 AM",Migrated,15302
C011553,Algonquin Power & Utilities Corp.,Form 60,2019,Q4,"5/22/2020, 11:42 AM",Migrated,15301
R060032,Great Plains Energy Services Incorporated                                      ,Form 60,2019,Q4,"5/22/2020, 11:18 AM",Migrated,15304
R060047,"TECO Services, Inc.",Form 60,2019,Q4,"5/21/2020, 9:14 AM",Migrated,15300
C004283,"Entergy Nuclear Operations, Inc.",Form 60,2019,Q4,"5/20/2020, 8:53 AM",Migrated,15299
C011442,Sempra Services Corporation,Form 60,2019,Q4,"5/19/2020, 10:58 AM",Migrated,47530
R060027,Iberdrola USA Management Corporation                                           ,Form 60,2019,Q4,"5/18/2020, 2:01 PM",Migrated,15298
R060052,"Sempra North American Infrastructure, LLC",Form 60,2019,Q4,"5/14/2020, 5:08 PM",Migrated,15297
C011433,PPL EU Services Corporation,Form 60,2019,Q4,"5/13/2020, 12:00 PM",Migrated,15296
R060034,PNMR Services Company                                                           ,Form 60,2019,Q4,"5/5/2020, 1:46 PM",Migrated,15295
C000690,"Alliant Energy Corporate Services, Inc.",Form 60,2019,Q4,"5/1/2020, 1:06 PM",Migrated,15294
C011112,ATC Management Inc.,Form 60,2019,Q4,"5/1/2020, 8:30 AM",Migrated,15293
R060024,PHI Service Company                                                            ,Form 60,2019,Q4,"4/30/2020, 11:53 AM",Migrated,15292
R060006,"Entergy Enterprises, Inc.                                                      ",Form 60,2019,Q4,"4/30/2020, 8:18 AM",Migrated,15291
R060008,"Entergy Nuclear Operations, Inc.                                               ",Form 60,2019,Q4,"4/30/2020, 8:17 AM",Migrated,15290
R060005,"Entergy Operations, Inc.                                                       ",Form 60,2019,Q4,"4/30/2020, 8:17 AM",Migrated,15289
R060007,"Entergy Services, Inc.                                                          ",Form 60,2019,Q4,"4/30/2020, 8:16 AM",Migrated,15288
C011434,PPL Services Corporation,Form 60,2019,Q4,"4/30/2020, 5:42 AM",Migrated,15287
C011363,LG&E and KU Services Company,Form 60,2019,Q4,"4/29/2020, 5:15 PM",Migrated,15284
R060044,Columbia Pipeline Group Service Company,Form 60,2019,Q4,"4/29/2020, 5:08 PM",Migrated,15285
R060002,Xcel Energy Services Inc.                                                      ,Form 60,2019,Q4,"4/29/2020, 4:12 PM",Migrated,15286
C002146,"Entergy Services, LLC",Form 60,2019,Q4,"4/28/2020, 4:38 PM",Migrated,15283
C004556,Eversource Energy Service Company (as agent),Form 60,2019,Q4,"4/28/2020, 4:33 PM",Migrated,15282
C011210,"AES US Services, LLC",Form 60,2019,Q4,"4/28/2020, 2:33 PM",Migrated,15281
R060030,Unitil Service Corporation                                                     ,Form 60,2019,Q4,"4/28/2020, 2:31 PM",Migrated,15280
C011106,WEC Business Services LLC,Form 60,2019,Q4,"4/27/2020, 7:37 AM",Migrated,15279
R060014,"Exelon Business Services Company, LLC                                          ",Form 60,2019,Q4,"4/24/2020, 11:45 AM",Migrated,15278
R060020,NiSource Corporate Services Company                                            ,Form 60,2019,Q4,"4/17/2020, 7:02 AM",Migrated,15277
