CID,Company,Form,Year,Period,Date/Time,Status,Filing ID
C000171,"Puget Sound Energy, Inc.",Form 714,2019,Q4,"7/5/2022, 5:01 PM",Accepted,93709
R714233,Progress Energy (Carolina Power & Light Company),Form 714,2019,Q4,"3/10/2021, 7:39 AM",Migrated,26392
C000030,"PJM Interconnection, L.L.C.",Form 714,2019,Q4,"7/9/2020, 11:17 AM",Migrated,26427
C001555,Mississippi Power Company,Form 714,2019,Q4,"6/29/2020, 10:45 AM",Migrated,26425
C011100,"Chugach Electric Association, Inc.",Form 714,2019,Q4,"6/23/2020, 8:12 AM",Migrated,26445
C011544,Minnesota Municipal Power Agency,Form 714,2019,Q4,"6/14/2020, 3:27 PM",Migrated,26444
R714165,ERCOT,Form 714,2019,Q4,"6/8/2020, 8:51 AM",Migrated,26390
C011474,City of Tallahassee,Form 714,2019,Q4,"6/5/2020, 5:13 PM",Migrated,26345
C011568,Modesto Irrigation District,Form 714,2019,Q4,"6/5/2020, 11:34 AM",Migrated,26441
C000071,Public Service Company of Colorado,Form 714,2019,Q4,"6/5/2020, 11:28 AM",Migrated,26399
C011347,Lakeland Electric,Form 714,2019,Q4,"6/5/2020, 9:00 AM",Migrated,26380
C011400,Colorado Springs Utilities,Form 714,2019,Q4,"6/5/2020, 7:49 AM",Migrated,26395
R714274,Western Area Power Administration - Lower Colorado control area (Desert Southwe,Form 714,2019,Q4,"6/5/2020, 5:38 AM",Migrated,26430
R714150,"Dayton Power & Light Company, The",Form 714,2019,Q4,"6/4/2020, 5:48 PM",Migrated,26443
C011501,"Arizona Electric Power Cooperative, Inc.",Form 714,2019,Q4,"6/4/2020, 12:27 PM",Migrated,26442
C001183,California Independent System Operator Corporation,Form 714,2019,Q4,"6/4/2020, 9:07 AM",Migrated,26436
C011562,Square Butte Electric Coop,Form 714,2019,Q4,"6/4/2020, 7:00 AM",Migrated,26439
C003836,"Tri-State Generation and Transmission Association, Inc.",Form 714,2019,Q4,"6/3/2020, 10:46 AM",Migrated,26440
C011518,Gainesville Regional Utilities,Form 714,2019,Q4,"6/2/2020, 6:27 PM",Migrated,26438
C011374,City of St. Cloud,Form 714,2019,Q4,"6/2/2020, 4:23 PM",Migrated,26434
C001218,Public Service Company of New Mexico,Form 714,2019,Q4,"6/2/2020, 1:19 PM",Migrated,26437
C001554,Gulf Power Company,Form 714,2019,Q4,"6/2/2020, 1:17 PM",Migrated,26424
C001556,Southern Power Company,Form 714,2019,Q4,"6/2/2020, 1:17 PM",Migrated,26426
C004519,Imperial Irrigation District,Form 714,2019,Q4,"6/2/2020, 11:43 AM",Migrated,26435
C002422,Orlando Utilities Commission,Form 714,2019,Q4,"6/2/2020, 10:13 AM",Migrated,26433
C011373,Florida Municipal Power Pool,Form 714,2019,Q4,"6/1/2020, 11:44 PM",Migrated,26432
C000350,Southwestern Power Administration,Form 714,2019,Q4,"6/1/2020, 8:18 PM",Migrated,26431
R714275,Western Area Power Administration - Upper Missouri West (Upper Great Plains Regi,Form 714,2019,Q4,"6/1/2020, 1:35 PM",Migrated,26429
C000028,ISO New England Inc.,Form 714,2019,Q4,"6/1/2020, 1:12 PM",Migrated,26428
C001553,Georgia Power Company,Form 714,2019,Q4,"5/29/2020, 6:22 PM",Migrated,26423
C001552,ALABAMA POWER COMPANY,Form 714,2019,Q4,"5/29/2020, 6:20 PM",Migrated,26422
R714253,Southern Company,Form 714,2019,Q4,"5/29/2020, 6:19 PM",Migrated,26421
C000116,Tampa Electric Company,Form 714,2019,Q4,"5/29/2020, 3:37 PM",Migrated,26417
C003669,South Carolina Public Service Authority,Form 714,2019,Q4,"5/29/2020, 3:07 PM",Migrated,26416
C000685,San Diego Gas & Electric,Form 714,2019,Q4,"5/29/2020, 2:59 PM",Migrated,26420
C000241,"Dominion Energy South Carolina, Inc.",Form 714,2019,Q4,"5/29/2020, 2:52 PM",Migrated,26415
C011510,Los Angeles Department of Water and Power,Form 714,2019,Q4,"5/29/2020, 2:50 PM",Migrated,26419
R714234,Progress Energy (Florida Power Corp.),Form 714,2019,Q4,"5/29/2020, 2:12 PM",Migrated,26413
C001526,"Avangrid Renewables, LLC",Form 714,2019,Q4,"5/29/2020, 1:47 PM",Migrated,26414
C001184,Tucson Electric Power Company,Form 714,2019,Q4,"5/29/2020, 1:15 PM",Migrated,26418
C004480,Tennessee Valley Authority,Form 714,2019,Q4,"5/29/2020, 12:09 PM",Migrated,26411
C003849,Basin Electric Power Cooperative,Form 714,2019,Q4,"5/29/2020, 12:05 PM",Migrated,26412
C000171,"Puget Sound Energy, Inc.",Form 714,2019,Q4,"5/29/2020, 10:14 AM",Migrated,26408
C001436,Arizona Public Service Company,Form 714,2019,Q4,"5/29/2020, 8:30 AM",Migrated,26410
R714273,Western Area Power Administration - Colorado-Missouri Control Area (Rocky Mtn Re,Form 714,2019,Q4,"5/29/2020, 7:03 AM",Migrated,26401
C011543,Northeast Texas Electric Cooperative,Form 714,2019,Q4,"5/28/2020, 5:00 PM",Migrated,26404
C011542,East Texas Electric Cooperative,Form 714,2019,Q4,"5/28/2020, 4:59 PM",Migrated,26403
C011491,Eugene Water & Electric Board,Form 714,2019,Q4,"5/28/2020, 4:42 PM",Migrated,26409
R714307,PacifiCorp - Part II Sch 2 (East & West combined),Form 714,2019,Q4,"5/28/2020, 3:18 PM",Migrated,26407
R714229,PacifiCorp - West,Form 714,2019,Q4,"5/28/2020, 3:13 PM",Migrated,26406
R714228,PacifiCorp - East,Form 714,2019,Q4,"5/28/2020, 3:07 PM",Migrated,26405
C001344,"Midcontinent Independent System Operator, Inc.",Form 714,2019,Q4,"5/28/2020, 2:33 PM",Migrated,26398
C003677,Public Utility District No. 2 of Grant County,Form 714,2019,Q4,"5/28/2020, 1:47 PM",Migrated,26402
C000038,"New York Independent System Operator, Inc.",Form 714,2019,Q4,"5/28/2020, 12:49 PM",Migrated,26394
C000379,Avista Corporation,Form 714,2019,Q4,"5/28/2020, 12:34 PM",Migrated,26400
C003529,"Seminole Electric Cooperative, Inc",Form 714,2019,Q4,"5/28/2020, 12:21 PM",Migrated,26393
C000620,Idaho Power Company,Form 714,2019,Q4,"5/28/2020, 11:52 AM",Migrated,26397
C011552,PUD No. 1 of Douglas County,Form 714,2019,Q4,"5/28/2020, 10:48 AM",Migrated,26396
C000290,"Duke Energy Carolinas, LLC",Form 714,2019,Q4,"5/28/2020, 10:11 AM",Migrated,26391
C001610,Nevada Power Company,Form 714,2019,Q4,"5/28/2020, 6:20 AM",Migrated,26389
R714249,Sierra Pacific Resources,Form 714,2019,Q4,"5/28/2020, 6:18 AM",Migrated,26388
C000114,Southwest Power Pool (SPP),Form 714,2019,Q4,"5/27/2020, 4:09 PM",Migrated,26387
R714200,"Memphis Light, Gas and Water",Form 714,2019,Q4,"5/27/2020, 11:38 AM",Migrated,26370
C011378,"Gridforce Energy Management, LLC",Form 714,2019,Q4,"5/27/2020, 10:06 AM",Migrated,26386
C001298,"Golden Spread Electric Cooperative, Inc.",Form 714,2019,Q4,"5/26/2020, 3:40 PM",Migrated,26384
C011431,City of Burbank,Form 714,2019,Q4,"5/26/2020, 2:08 PM",Migrated,26385
R714101,"PowerSouth Energy Cooperative (Alabama Electric Cooperative, Inc.)",Form 714,2019,Q4,"5/26/2020, 7:59 AM",Migrated,26383
C011405,"City of Tacoma, Dept. of Public Utilities",Form 714,2019,Q4,"5/22/2020, 3:03 PM",Migrated,26382
C003474,Seattle City Light,Form 714,2019,Q4,"5/22/2020, 3:02 PM",Migrated,26381
C011446,Oklahoma Municipal Power Authority,Form 714,2019,Q4,"5/22/2020, 12:18 PM",Migrated,26379
R714217,NorthWestern Energy,Form 714,2019,Q4,"5/22/2020, 10:17 AM",Migrated,26378
C001188,"Wolverine Power Supply Cooperative, Inc.",Form 714,2019,Q4,"5/22/2020, 10:11 AM",Migrated,26377
C011421,JEA,Form 714,2019,Q4,"5/22/2020, 9:28 AM",Migrated,26376
C003749,Florida Municipal Power Agency,Form 714,2019,Q4,"5/21/2020, 3:58 PM",Migrated,26375
C002087,New Harquahala Generating Station,Form 714,2019,Q4,"5/21/2020, 1:35 PM",Migrated,26373
C000465,El Paso Electric Company,Form 714,2019,Q4,"5/21/2020, 1:18 PM",Migrated,26374
C000709,Griffith Energy (GRIF),Form 714,2019,Q4,"5/21/2020, 1:05 PM",Migrated,26372
R714153,"Duke Energy Control Area Services, LLC (Arlington Valley WECC AZ)",Form 714,2019,Q4,"5/21/2020, 11:09 AM",Migrated,26371
C011508,Metropolitan Water District of Southern California,Form 714,2019,Q4,"5/19/2020, 3:07 PM",Migrated,26369
C004245,Salt River Project Agricultural Improvement and Power District,Form 714,2019,Q4,"5/19/2020, 2:43 PM",Migrated,26368
C001030,Florida Power & Light Company,Form 714,2019,Q4,"5/19/2020, 2:24 PM",Migrated,26367
C003561,Oglethorpe Power Corporation (An Electric Membership Corporation),Form 714,2019,Q4,"5/18/2020, 11:29 AM",Migrated,26366
R714282,Wisconsin Public Power Inc.,Form 714,2019,Q4,"5/14/2020, 4:18 PM",Migrated,26365
C007584,Cube Yadkin Transmission LLC,Form 714,2019,Q4,"5/14/2020, 1:47 PM",Migrated,26362
C001132,Portland General Electric Company,Form 714,2019,Q4,"5/14/2020, 12:08 PM",Migrated,26363
C003661,Louisville Gas and Electric Company and Kentucky Utilities Company,Form 714,2019,Q4,"5/14/2020, 11:13 AM",Migrated,26361
R714178,"Hawaiian Electric Company, Inc",Form 714,2019,Q4,"5/14/2020, 10:01 AM",Migrated,26364
R714312,Glacier Wind Balancing Authority,Form 714,2019,Q4,"5/14/2020, 8:23 AM",Migrated,26357
C002869,"BHE Wind Watch, LLC",Form 714,2019,Q4,"5/14/2020, 8:18 AM",Migrated,26358
R714141,"City Utilities of Springfield, MO",Form 714,2019,Q4,"5/13/2020, 1:29 PM",Migrated,26360
C011428,City of Homestead,Form 714,2019,Q4,"5/13/2020, 1:24 PM",Migrated,26359
R714162,Electric Power Board of Chattanooga,Form 714,2019,Q4,"5/13/2020, 8:35 AM",Migrated,26356
C003850,Municipal Electric Authority of Georgia,Form 714,2019,Q4,"5/11/2020, 10:05 AM",Migrated,26355
C011399,Sacramento Municipal Utility District (& City of Redding Electric Utility),Form 714,2019,Q4,"5/7/2020, 4:02 PM",Migrated,26354
C000045,"Wabash Valley Power Association, Inc.",Form 714,2019,Q4,"5/7/2020, 11:06 AM",Migrated,26353
C002357,Bonneville Power Administration,Form 714,2019,Q4,"5/6/2020, 2:48 PM",Migrated,26344
C003472,"Associated Electric Cooperative, Inc.",Form 714,2019,Q4,"5/6/2020, 2:16 PM",Migrated,26352
C003680,Public Utility District No 1 of Chelan County,Form 714,2019,Q4,"5/5/2020, 12:55 PM",Migrated,26351
C000617,Rochester Gas and Electric Corporation,Form 714,2019,Q4,"5/5/2020, 9:16 AM",Migrated,26350
C000618,New York State Electric & Gas Corporation,Form 714,2019,Q4,"5/5/2020, 8:51 AM",Migrated,26349
C011509,Turlock Irrigation District,Form 714,2019,Q4,"5/4/2020, 10:31 AM",Migrated,26348
C002079,"Electric Energy, Inc.",Form 714,2019,Q4,"4/27/2020, 6:10 PM",Migrated,26347
C003851,Platte River Power Authority,Form 714,2019,Q4,"4/24/2020, 9:21 AM",Migrated,26346
C002447,"Buckeye Power, Inc.",Form 714,2019,Q4,"4/21/2020, 2:47 PM",Migrated,26343
C003808,"Central Electric Power Cooperative, Inc.",Form 714,2019,Q4,"4/15/2020, 10:20 AM",Migrated,26342
C011432,Black Hills Corporation,Form 714,2019,Q4,"3/24/2020, 9:21 AM",Migrated,26341
C011512,Decatur Utilities,Form 714,2019,Q4,"3/18/2020, 1:00 PM",Migrated,26340
C003554,Indiana Municipal Power Agency,Form 714,2019,Q4,"3/9/2020, 11:39 AM",Migrated,26338
C004098,"Minnkota Power Cooperative, Inc.",Form 714,2019,Q4,"3/9/2020, 10:59 AM",Migrated,26339
R714284,Missouri River Energy Services,Form 714,2019,Q4,"3/9/2020, 8:39 AM",Migrated,26337
