CID,Company,Form,Year,Period,Date/Time,Status,Filing ID
C011554,Liberty Utilities (Canada) Corp.,Form 60,2016,Q4,"5/10/2018, 10:21 AM",Migrated,15175
C011553,Algonquin Power & Utilities Corp.,Form 60,2016,Q4,"5/10/2018, 10:15 AM",Migrated,15170
R060020,NiSource Corporate Services Company                                            ,Form 60,2016,Q4,"5/11/2017, 3:51 PM",Migrated,15154
R060014,"Exelon Business Services Company, LLC                                          ",Form 60,2016,Q4,"5/8/2017, 9:17 AM",Migrated,15192
C003610,"Southern Company Services, Inc. (as Agent)",Form 60,2016,Q4,"5/1/2017, 9:32 PM",Migrated,15191
R060017,"National Grid Engineering & Survey, Inc.                                       ",Form 60,2016,Q4,"5/1/2017, 5:05 PM",Migrated,15190
R060033,National Grid USA Service Company Inc.                                         ,Form 60,2016,Q4,"5/1/2017, 4:25 PM",Migrated,15188
C004556,Eversource Energy Service Company (as agent),Form 60,2016,Q4,"5/1/2017, 4:01 PM",Migrated,15185
C002146,"Entergy Services, LLC",Form 60,2016,Q4,"5/1/2017, 4:00 PM",Migrated,15184
R060013,"Dominion Resources Services, Inc.                                              ",Form 60,2016,Q4,"5/1/2017, 3:57 PM",Migrated,15183
R060019,"Southern Company Services, Inc.                                                ",Form 60,2016,Q4,"5/1/2017, 3:10 PM",Migrated,15182
R060037,"Black Hills Utility Holdings, Inc.                                              ",Form 60,2016,Q4,"5/1/2017, 2:35 PM",Migrated,15189
R060002,Xcel Energy Services Inc.                                                      ,Form 60,2016,Q4,"5/1/2017, 2:09 PM",Migrated,15187
R060026,"Black Hills Service Company, LLC                                               ",Form 60,2016,Q4,"5/1/2017, 2:06 PM",Migrated,15186
C000690,"Alliant Energy Corporate Services, Inc.",Form 60,2016,Q4,"5/1/2017, 11:50 AM",Migrated,15181
R060010,"Southern Nuclear Operating Company, Inc.                                       ",Form 60,2016,Q4,"5/1/2017, 10:11 AM",Migrated,15180
R060024,PHI Service Company                                                            ,Form 60,2016,Q4,"5/1/2017, 7:53 AM",Migrated,15179
C004283,"Entergy Nuclear Operations, Inc.",Form 60,2016,Q4,"5/1/2017, 7:48 AM",Migrated,15178
C011433,PPL EU Services Corporation,Form 60,2016,Q4,"4/28/2017, 5:04 PM",Migrated,15176
R060038,"CenterPoint Energy Service Company, LLC                                        ",Form 60,2016,Q4,"4/28/2017, 4:32 PM",Migrated,15177
R060027,Iberdrola USA Management Corporation                                           ,Form 60,2016,Q4,"4/28/2017, 3:53 PM",Migrated,15173
C011507,Liberty Energy Utilities (New Hampshire) Corp.,Form 60,2016,Q4,"4/28/2017, 2:19 PM",Migrated,15172
R060034,PNMR Services Company                                                           ,Form 60,2016,Q4,"4/28/2017, 1:58 PM",Migrated,15174
R060022,"Duke Energy Business Services, LLC                                             ",Form 60,2016,Q4,"4/28/2017, 11:38 AM",Migrated,15169
R060021,"Alliant Energy Corporate Services, Inc.                                        ",Form 60,2016,Q4,"4/28/2017, 11:34 AM",Migrated,15171
R060007,"Entergy Services, Inc.                                                          ",Form 60,2016,Q4,"4/28/2017, 9:54 AM",Migrated,15168
R060008,"Entergy Nuclear Operations, Inc.                                               ",Form 60,2016,Q4,"4/28/2017, 9:54 AM",Migrated,15167
R060006,"Entergy Enterprises, Inc.                                                      ",Form 60,2016,Q4,"4/28/2017, 9:53 AM",Migrated,15166
R060005,"Entergy Operations, Inc.                                                       ",Form 60,2016,Q4,"4/28/2017, 9:53 AM",Migrated,15165
C011106,WEC Business Services LLC,Form 60,2016,Q4,"4/28/2017, 9:15 AM",Migrated,15164
C011555,Liberty Utilities Service Corp.,Form 60,2016,Q4,"4/27/2017, 3:19 PM",Migrated,15163
C011363,LG&E and KU Services Company,Form 60,2016,Q4,"4/27/2017, 3:04 PM",Migrated,15162
C011434,PPL Services Corporation,Form 60,2016,Q4,"4/27/2017, 3:02 PM",Migrated,15161
C011210,"AES US Services, LLC",Form 60,2016,Q4,"4/27/2017, 1:26 PM",Migrated,15160
R060032,Great Plains Energy Services Incorporated                                      ,Form 60,2016,Q4,"4/26/2017, 2:28 PM",Migrated,15159
R060029,American Electric Power Service Corporation                                    ,Form 60,2016,Q4,"4/26/2017, 10:25 AM",Migrated,15158
R060009,"SCANA Services, Inc.                                                           ",Form 60,2016,Q4,"4/25/2017, 5:03 PM",Migrated,15157
R060044,Columbia Pipeline Group Service Company,Form 60,2016,Q4,"4/25/2017, 2:03 PM",Migrated,15156
R060047,"TECO Services, Inc.",Form 60,2016,Q4,"4/21/2017, 11:45 AM",Migrated,15155
R060030,Unitil Service Corporation                                                     ,Form 60,2016,Q4,"3/23/2017, 4:24 PM",Migrated,15153
