CID,Company,Form,Year,Period,Date/Time,Status,Filing ID
C011555,Liberty Utilities Service Corp.,Form 60,2013,Q4,"12/9/2015, 11:37 AM",Migrated,15069
R060033,National Grid USA Service Company Inc.                                         ,Form 60,2013,Q4,"10/1/2014, 6:56 PM",Migrated,15074
R060017,"National Grid Engineering & Survey, Inc.                                       ",Form 60,2013,Q4,"9/30/2014, 8:35 PM",Migrated,15073
C011553,Algonquin Power & Utilities Corp.,Form 60,2013,Q4,"5/6/2014, 4:22 PM",Migrated,15072
R060027,Iberdrola USA Management Corporation                                           ,Form 60,2013,Q4,"5/1/2014, 6:14 PM",Migrated,15071
R060013,"Dominion Resources Services, Inc.                                              ",Form 60,2013,Q4,"5/1/2014, 5:07 PM",Migrated,15070
C004556,Eversource Energy Service Company (as agent),Form 60,2013,Q4,"5/1/2014, 2:57 PM",Migrated,15068
C002146,"Entergy Services, LLC",Form 60,2013,Q4,"5/1/2014, 2:57 PM",Migrated,15067
R060024,PHI Service Company                                                            ,Form 60,2013,Q4,"5/1/2014, 2:26 PM",Migrated,15065
R060038,"CenterPoint Energy Service Company, LLC                                        ",Form 60,2013,Q4,"5/1/2014, 1:44 PM",Migrated,15066
R060029,American Electric Power Service Corporation                                    ,Form 60,2013,Q4,"5/1/2014, 1:36 PM",Migrated,15064
R060034,PNMR Services Company                                                           ,Form 60,2013,Q4,"5/1/2014, 10:17 AM",Migrated,15063
R060040,NSTAR Electric & Gas Corporation,Form 60,2013,Q4,"5/1/2014, 10:05 AM",Migrated,15062
C004283,"Entergy Nuclear Operations, Inc.",Form 60,2013,Q4,"5/1/2014, 10:04 AM",Migrated,15061
R060014,"Exelon Business Services Company, LLC                                          ",Form 60,2013,Q4,"5/1/2014, 8:58 AM",Migrated,15060
C011554,Liberty Utilities (Canada) Corp.,Form 60,2013,Q4,"5/1/2014, 8:07 AM",Migrated,15059
C011434,PPL Services Corporation,Form 60,2013,Q4,"4/30/2014, 6:39 PM",Migrated,15057
R060037,"Black Hills Utility Holdings, Inc.                                              ",Form 60,2013,Q4,"4/30/2014, 5:23 PM",Migrated,15058
R060019,"Southern Company Services, Inc.                                                ",Form 60,2013,Q4,"4/30/2014, 3:00 PM",Migrated,15052
R060007,"Entergy Services, Inc.                                                          ",Form 60,2013,Q4,"4/30/2014, 2:35 PM",Migrated,15056
R060005,"Entergy Operations, Inc.                                                       ",Form 60,2013,Q4,"4/30/2014, 2:34 PM",Migrated,15055
R060008,"Entergy Nuclear Operations, Inc.                                               ",Form 60,2013,Q4,"4/30/2014, 2:34 PM",Migrated,15054
R060006,"Entergy Enterprises, Inc.                                                      ",Form 60,2013,Q4,"4/30/2014, 2:33 PM",Migrated,15053
R060010,"Southern Nuclear Operating Company, Inc.                                       ",Form 60,2013,Q4,"4/30/2014, 11:01 AM",Migrated,15051
C000690,"Alliant Energy Corporate Services, Inc.",Form 60,2013,Q4,"4/30/2014, 10:16 AM",Migrated,15050
R060021,"Alliant Energy Corporate Services, Inc.                                        ",Form 60,2013,Q4,"4/30/2014, 10:08 AM",Migrated,15049
R060026,"Black Hills Service Company, LLC                                               ",Form 60,2013,Q4,"4/29/2014, 3:18 PM",Migrated,15048
C011507,Liberty Energy Utilities (New Hampshire) Corp.,Form 60,2013,Q4,"4/29/2014, 12:30 PM",Migrated,15047
R060022,"Duke Energy Business Services, LLC                                             ",Form 60,2013,Q4,"4/29/2014, 11:00 AM",Migrated,15046
R060011,"Progress Energy Service Company, LLC                                           ",Form 60,2013,Q4,"4/29/2014, 10:54 AM",Migrated,15045
R060002,Xcel Energy Services Inc.                                                      ,Form 60,2013,Q4,"4/28/2014, 10:13 AM",Migrated,15044
R060032,Great Plains Energy Services Incorporated                                      ,Form 60,2013,Q4,"4/28/2014, 9:57 AM",Migrated,15043
C011363,LG&E and KU Services Company,Form 60,2013,Q4,"4/24/2014, 3:31 PM",Migrated,15042
R060009,"SCANA Services, Inc.                                                           ",Form 60,2013,Q4,"4/24/2014, 11:40 AM",Migrated,15041
C011106,WEC Business Services LLC,Form 60,2013,Q4,"4/23/2014, 7:55 AM",Migrated,15040
R060044,Columbia Pipeline Group Service Company,Form 60,2013,Q4,"4/22/2014, 3:48 PM",Migrated,15039
R060020,NiSource Corporate Services Company                                            ,Form 60,2013,Q4,"4/18/2014, 1:08 PM",Migrated,15038
R060030,Unitil Service Corporation                                                     ,Form 60,2013,Q4,"3/26/2014, 2:54 PM",Migrated,15037
