CID,Company,Form,Year,Period,Date/Time,Status,Filing ID
R001087,EL Investment Company,Form 1,2012,Q4,"5/5/2020, 4:27 PM",Migrated,41014
C000776,"Entergy Arkansas, LLC",Form 1,2012,Q4,"5/5/2020, 1:28 PM",Migrated,41012
C000685,San Diego Gas & Electric,Form 1,2012,Q4,"10/26/2018, 2:28 PM",Migrated,41031
C000553,Louisville Gas and Electric Company,Form 1,2012,Q4,"6/29/2017, 11:31 AM",Migrated,40852
C000555,Kentucky Utilities Company,Form 1,2012,Q4,"6/29/2017, 11:29 AM",Migrated,40853
C002089,UGI Utilities Inc.,Form 1,2012,Q4,"5/13/2016, 3:31 PM",Migrated,40847
C000120,Versant Power,Form 1,2012,Q4,"4/20/2016, 8:24 AM",Migrated,40967
C001309,The Narragansett Electric Company,Form 1,2012,Q4,"11/3/2015, 1:42 PM",Migrated,41252
C001308,Massachusetts Electric Company,Form 1,2012,Q4,"10/29/2015, 5:12 PM",Migrated,41243
C001111,Baltimore Gas and Electric Company,Form 1,2012,Q4,"6/30/2015, 1:48 PM",Migrated,41013
C000191,Consumers Energy Company,Form 1,2012,Q4,"6/15/2015, 1:33 PM",Migrated,40954
C001306,Niagara Mohawk Power Corporation,Form 1,2012,Q4,"6/2/2015, 7:23 PM",Migrated,41245
C000116,Tampa Electric Company,Form 1,2012,Q4,"6/24/2014, 1:26 PM",Migrated,41015
C000851,"Entergy Texas, Inc.",Form 1,2012,Q4,"5/7/2014, 3:56 PM",Migrated,41023
C000849,"Entergy Mississippi, LLC",Form 1,2012,Q4,"5/7/2014, 3:52 PM",Migrated,41016
C001009,"Southern Indiana Gas and Electric Company, Inc.",Form 1,2012,Q4,"4/21/2014, 11:01 AM",Migrated,40973
C001444,Old Dominion Electric Cooperative,Form 1,2012,Q4,"12/16/2013, 4:21 PM",Migrated,40888
C001322,National Grid Generation LLC,Form 1,2012,Q4,"12/6/2013, 10:36 PM",Migrated,41644
C001654,New England Electric Transmission Corporation,Form 1,2012,Q4,"12/4/2013, 6:55 PM",Migrated,41639
C001696,"Black Hills Colorado Electric, LLC",Form 1,2012,Q4,"11/15/2013, 4:01 PM",Migrated,40976
C001643,Maine Public Service Company,Form 1,2012,Q4,"11/7/2013, 4:42 PM",Migrated,41037
C001153,Lockhart Power Company,Form 1,2012,Q4,"10/30/2013, 3:21 PM",Migrated,40858
C001230,PPL Electric Utilities Corporation,Form 1,2012,Q4,"10/29/2013, 3:28 PM",Migrated,41000
C001555,Mississippi Power Company,Form 1,2012,Q4,"9/23/2013, 4:36 PM",Migrated,40974
C001436,Arizona Public Service Company,Form 1,2012,Q4,"9/13/2013, 8:48 AM",Migrated,40890
C001552,ALABAMA POWER COMPANY,Form 1,2012,Q4,"8/15/2013, 1:16 PM",Migrated,41032
C001559,SOUTHERN ELECTRIC GENERATING COMPANY,Form 1,2012,Q4,"8/15/2013, 11:04 AM",Migrated,40968
C001655,New England Hydro Transmission Corporation,Form 1,2012,Q4,"8/2/2013, 4:40 PM",Migrated,41253
C001307,Liberty Utilities (Granite State Electric) Corp.,Form 1,2012,Q4,"7/31/2013, 9:43 PM",Migrated,41249
C001656,New England Hydro Transmission Electric Company,Form 1,2012,Q4,"7/31/2013, 6:49 PM",Migrated,41248
C000447,Cleco Power LLC,Form 1,2012,Q4,"7/30/2013, 1:39 PM",Migrated,40889
C001305,New England Power Company,Form 1,2012,Q4,"7/26/2013, 9:10 AM",Migrated,41244
C001554,Gulf Power Company,Form 1,2012,Q4,"7/24/2013, 3:12 PM",Migrated,40982
C001298,"Golden Spread Electric Cooperative, Inc.",Form 1,2012,Q4,"7/2/2013, 6:00 PM",Migrated,41234
C000620,Idaho Power Company,Form 1,2012,Q4,"6/25/2013, 10:16 AM",Migrated,40920
C011301,Mt. Carmel Public Utility Co.,Form 1,2012,Q4,"6/21/2013, 3:20 PM",Migrated,40855
C001553,Georgia Power Company,Form 1,2012,Q4,"6/7/2013, 8:06 AM",Migrated,40987
C002419,"Sharyland Utilities, L.P.",Form 1,2012,Q4,"5/31/2013, 2:15 PM",Migrated,41034
R001445,SU FERC L.L.C,Form 1,2012,Q4,"5/31/2013, 1:59 PM",Migrated,41002
C010602,Catalyst Old River Hydroelectric Limited Partnership,Form 1,2012,Q4,"5/17/2013, 11:25 AM",Migrated,41007
C011304,Indiana-Kentucky Electric Corporation,Form 1,2012,Q4,"5/17/2013, 8:33 AM",Migrated,41056
C000622,Ohio Valley Electric Corporation,Form 1,2012,Q4,"5/17/2013, 8:32 AM",Migrated,41055
C001188,"Wolverine Power Supply Cooperative, Inc.",Form 1,2012,Q4,"5/16/2013, 9:08 AM",Migrated,40943
C002854,Citizens Sunrise Transmission LLC,Form 1,2012,Q4,"5/15/2013, 3:40 PM",Migrated,41053
C002116,Yankee Atomic Electric Company,Form 1,2012,Q4,"5/14/2013, 9:00 AM",Migrated,41048
C002115,Connecticut Yankee Atomic Power Company,Form 1,2012,Q4,"5/13/2013, 1:49 PM",Migrated,41047
C003483,Maine Yankee Atomic Power Company,Form 1,2012,Q4,"5/13/2013, 1:35 PM",Migrated,41046
C001316,Wisconsin Electric Power Company,Form 1,2012,Q4,"5/1/2013, 10:41 AM",Migrated,40977
C003713,"New Hampshire Transmission, LLC",Form 1,2012,Q4,"4/29/2013, 2:15 PM",Migrated,41040
C001245,"Deseret Generation & Transmission Co-operative, Inc.",Form 1,2012,Q4,"4/25/2013, 4:25 PM",Migrated,41038
C001775,Oklahoma Gas and Electric Company,Form 1,2012,Q4,"4/22/2013, 2:57 PM",Migrated,40903
C000542,Northern Indiana Public Service Company LLC,Form 1,2012,Q4,"4/18/2013, 5:44 PM",Migrated,41035
C000501,Upper Peninsula Power Company,Form 1,2012,Q4,"4/18/2013, 5:30 PM",Migrated,41033
C000616,"Maine Electric Power Company, Inc.",Form 1,2012,Q4,"4/18/2013, 4:35 PM",Migrated,41019
C001346,Duquesne Light Company,Form 1,2012,Q4,"4/18/2013, 4:09 PM",Migrated,41010
C001257,NSTAR Electric Company,Form 1,2012,Q4,"4/18/2013, 4:09 PM",Migrated,41011
C001030,Florida Power & Light Company,Form 1,2012,Q4,"4/18/2013, 4:08 PM",Migrated,41009
C000771,"Southwest Power Pool, Inc.",Form 1,2012,Q4,"4/18/2013, 4:03 PM",Migrated,41030
C001182,"Evergy Missouri West, Inc.",Form 1,2012,Q4,"4/18/2013, 3:56 PM",Migrated,41027
C000692,Interstate Power and Light Company,Form 1,2012,Q4,"4/18/2013, 3:55 PM",Migrated,41029
C000691,Wisconsin Power and Light Company,Form 1,2012,Q4,"4/18/2013, 3:55 PM",Migrated,41028
C000847,"Entergy Gulf States Louisiana, L.L.C.",Form 1,2012,Q4,"4/18/2013, 3:54 PM",Migrated,41026
C001181,"Evergy Metro, Inc.",Form 1,2012,Q4,"4/18/2013, 3:51 PM",Migrated,41024
C000852,"System Energy Resources, Inc.",Form 1,2012,Q4,"4/18/2013, 3:50 PM",Migrated,41025
C000618,New York State Electric & Gas Corporation,Form 1,2012,Q4,"4/18/2013, 3:50 PM",Migrated,41004
C000617,Rochester Gas and Electric Corporation,Form 1,2012,Q4,"4/18/2013, 3:49 PM",Migrated,41003
C000861,"Entergy Power, LLC",Form 1,2012,Q4,"4/18/2013, 3:40 PM",Migrated,41020
C001330,Alcoa Power Generating Inc.,Form 1,2012,Q4,"4/18/2013, 3:38 PM",Migrated,41001
C000850,"Entergy New Orleans, LLC",Form 1,2012,Q4,"4/18/2013, 3:30 PM",Migrated,41018
C000500,Wisconsin Public Service Corporation,Form 1,2012,Q4,"4/18/2013, 3:27 PM",Migrated,41017
C000862,"EWO Marketing, LLC",Form 1,2012,Q4,"4/18/2013, 3:04 PM",Migrated,41008
C002523,"EAM Nelson Holding, LLC",Form 1,2012,Q4,"4/18/2013, 3:01 PM",Migrated,41006
C002083,"DATC Path 15, LLC",Form 1,2012,Q4,"4/18/2013, 2:20 PM",Migrated,40999
C000199,Commonwealth Edison Company,Form 1,2012,Q4,"4/18/2013, 2:19 PM",Migrated,40864
C001344,"Midcontinent Independent System Operator, Inc.",Form 1,2012,Q4,"4/18/2013, 2:16 PM",Migrated,40998
C001218,Public Service Company of New Mexico,Form 1,2012,Q4,"4/18/2013, 1:57 PM",Migrated,41005
C001187,"UNS Electric, Inc.",Form 1,2012,Q4,"4/18/2013, 1:47 PM",Migrated,41022
C000241,"Dominion Energy South Carolina, Inc.",Form 1,2012,Q4,"4/18/2013, 1:46 PM",Migrated,40995
C001184,Tucson Electric Power Company,Form 1,2012,Q4,"4/18/2013, 1:43 PM",Migrated,41021
C001018,Western Massachusetts Electric Company,Form 1,2012,Q4,"4/18/2013, 1:18 PM",Migrated,40992
C001017,Public Service Company of New Hampshire,Form 1,2012,Q4,"4/18/2013, 1:14 PM",Migrated,40991
C000415,DTE Electric Company,Form 1,2012,Q4,"4/18/2013, 1:14 PM",Migrated,40990
C001016,The Connecticut Light and Power Company,Form 1,2012,Q4,"4/18/2013, 1:09 PM",Migrated,40989
