CID,Company,Form,Year,Period,Date/Time,Status,Filing ID
C000822,Public Service Company of Colorado,Form 1,2020,Q4,"12/21/2023, 4:33 PM",Accepted,146803
C000852,"System Energy Resources, Inc.",Form 1,2020,Q4,"12/15/2023, 1:32 PM",Accepted,146775
C000852,"System Energy Resources, Inc.",Form 1,2020,Q4,"10/26/2023, 2:26 PM",Accepted,135254
C005067,GridLiance High Plains LLC,Form 1,2020,Q4,"6/16/2023, 7:11 PM",Accepted,112887
C004044,"Evergy Kansas South, Inc.",Form 1,2020,Q4,"1/31/2023, 10:49 AM",Accepted,98150
C000772,"Evergy Kansas Central, Inc.",Form 1,2020,Q4,"1/31/2023, 10:19 AM",Accepted,98148
C002335,"Pioneer Transmission, LLC",Form 1,2020,Q4,"11/2/2022, 12:11 PM",Accepted,96371
C000822,Public Service Company of Colorado,Form 1,2020,Q4,"8/31/2022, 2:42 PM",Accepted,95460
C000196,VIRGINIA ELECTRIC AND POWER COMPANY,Form 1,2020,Q4,"8/1/2022, 3:38 PM",Accepted,94066
C004044,"Evergy Kansas South, Inc.",Form 1,2020,Q4,"6/16/2022, 2:00 PM",Accepted,93559
C000772,"Evergy Kansas Central, Inc.",Form 1,2020,Q4,"6/16/2022, 12:54 PM",Accepted,93557
C011644,Pioneer Power and Light Company,Form 1,2020,Q4,"7/7/2021, 7:25 PM",Migrated,74464
C011304,Indiana-Kentucky Electric Corporation,Form 1,2020,Q4,"6/14/2021, 2:59 PM",Migrated,74246
C000622,Ohio Valley Electric Corporation,Form 1,2020,Q4,"6/14/2021, 2:54 PM",Migrated,74245
C000945,Liberty Utilities (CalPeco Electric) LLC,Form 1,2020,Q4,"5/31/2021, 6:31 PM",Migrated,74430
C001181,"Evergy Metro, Inc.",Form 1,2020,Q4,"5/28/2021, 4:02 PM",Migrated,74416
C001182,"Evergy Missouri West, Inc.",Form 1,2020,Q4,"5/28/2021, 3:54 PM",Migrated,74414
C004044,"Evergy Kansas South, Inc.",Form 1,2020,Q4,"5/28/2021, 1:53 PM",Migrated,74409
C000772,"Evergy Kansas Central, Inc.",Form 1,2020,Q4,"5/28/2021, 1:38 PM",Migrated,74407
C011100,Chugach Electric Association Inc.,Form 1,2020,Q4,"5/28/2021, 9:47 AM",Migrated,74402
C010446,"Wilderness Line Holdings, Llc",Form 1,2020,Q4,"5/21/2021, 1:36 PM",Migrated,74277
C002012,"CenterPoint Energy Houston Electric, LLC",Form 1,2020,Q4,"5/19/2021, 9:41 AM",Migrated,74260
C010432,"Mckenzie Electric Cooperative, Inc.",Form 1,2020,Q4,"5/18/2021, 9:25 AM",Migrated,77127
C003483,Maine Yankee Atomic Power Company,Form 1,2020,Q4,"5/17/2021, 7:39 AM",Migrated,74251
C002116,Yankee Atomic Electric Company,Form 1,2020,Q4,"5/17/2021, 7:30 AM",Migrated,74250
C005424,"NextEra Energy Transmission MidAtlantic, Inc.",Form 1,2020,Q4,"5/14/2021, 4:00 PM",Migrated,77125
C002115,Connecticut Yankee Atomic Power Company,Form 1,2020,Q4,"5/14/2021, 3:20 PM",Migrated,74249
C004881,"Horizon West Transmission, Llc",Form 1,2020,Q4,"5/14/2021, 1:17 PM",Migrated,74247
C000415,DTE Electric Company,Form 1,2020,Q4,"5/3/2021, 8:43 AM",Migrated,47339
C000388,PACIFIC GAS AND ELECTRIC COMPANY,Form 1,2020,Q4,"4/30/2021, 12:22 PM",Migrated,47351
C001188,"Wolverine Power Supply Cooperative, Inc.",Form 1,2020,Q4,"4/30/2021, 10:08 AM",Migrated,47528
C000135,"Duke Energy Progress, LLC",Form 1,2020,Q4,"4/29/2021, 5:02 PM",Migrated,47451
C001305,New England Power Company,Form 1,2020,Q4,"4/29/2021, 12:19 PM",Migrated,47289
C000290,"Duke Energy Carolinas, LLC",Form 1,2020,Q4,"4/26/2021, 11:55 AM",Migrated,47455
C001009,"Southern Indiana Gas and Electric Company, Inc.",Form 1,2020,Q4,"4/23/2021, 3:06 PM",Migrated,47516
C001307,Liberty Utilities (Granite State Electric) Corp.,Form 1,2020,Q4,"4/19/2021, 9:40 PM",Migrated,47526
C003203,Smoky Mountain Transmission LLC,Form 1,2020,Q4,"4/19/2021, 6:25 PM",Migrated,47524
C001298,"Golden Spread Electric Cooperative, Inc.",Form 1,2020,Q4,"4/19/2021, 5:38 PM",Migrated,47525
C010602,Catalyst Old River Hydroelectric Limited Partnership,Form 1,2020,Q4,"4/19/2021, 5:24 PM",Migrated,47522
C002089,UGI Utilities Inc.,Form 1,2020,Q4,"4/19/2021, 4:14 PM",Migrated,47263
C003435,"Evergy Generating, Inc.",Form 1,2020,Q4,"4/19/2021, 4:10 PM",Migrated,47520
C007624,"New York Transco, LLC",Form 1,2020,Q4,"4/19/2021, 4:09 PM",Migrated,47514
C001130,The Empire District Electric Company,Form 1,2020,Q4,"4/19/2021, 4:04 PM",Migrated,47519
C005519,GridLiance West LLC,Form 1,2020,Q4,"4/19/2021, 3:53 PM",Migrated,47518
C009068,Gridliance Heartland Llc,Form 1,2020,Q4,"4/19/2021, 3:52 PM",Migrated,47737
C005067,GridLiance High Plains LLC,Form 1,2020,Q4,"4/19/2021, 3:52 PM",Migrated,47517
C000120,Versant Power,Form 1,2020,Q4,"4/19/2021, 3:13 PM",Migrated,47513
C001218,Public Service Company of New Mexico,Form 1,2020,Q4,"4/19/2021, 2:34 PM",Migrated,47515
C001225,Golden State Water Company,Form 1,2020,Q4,"4/19/2021, 2:13 PM",Migrated,47521
C010464,"Bear Valley Electric Service, Inc.",Form 1,2020,Q4,"4/19/2021, 2:10 PM",Migrated,47738
C011150,Alaska Electric Light and Power Company,Form 1,2020,Q4,"4/19/2021, 2:08 PM",Migrated,47523
C000542,Northern Indiana Public Service Company LLC,Form 1,2020,Q4,"4/19/2021, 2:02 PM",Migrated,47512
C000618,New York State Electric & Gas Corporation,Form 1,2020,Q4,"4/19/2021, 1:54 PM",Migrated,47511
C000617,Rochester Gas and Electric Corporation,Form 1,2020,Q4,"4/19/2021, 1:53 PM",Migrated,47510
