CID,Company,Form,Year,Period,Date/Time,Status,Filing ID
C001132,Portland General Electric Company,Form 714,2016,Q4,"7/12/2018, 4:20 PM",Migrated,26048
C000030,"PJM Interconnection, L.L.C.",Form 714,2016,Q4,"5/29/2018, 4:47 PM",Migrated,26035
C003849,Basin Electric Power Cooperative,Form 714,2016,Q4,"9/13/2017, 11:43 AM",Migrated,26099
C004098,"Minnkota Power Cooperative, Inc.",Form 714,2016,Q4,"8/22/2017, 11:20 AM",Migrated,26004
C011399,Sacramento Municipal Utility District (& City of Redding Electric Utility),Form 714,2016,Q4,"8/22/2017, 10:43 AM",Migrated,26017
C001183,California Independent System Operator Corporation,Form 714,2016,Q4,"8/22/2017, 7:39 AM",Migrated,26026
C001188,"Wolverine Power Supply Cooperative, Inc.",Form 714,2016,Q4,"7/14/2017, 2:32 PM",Migrated,26112
C000038,"New York Independent System Operator, Inc.",Form 714,2016,Q4,"6/20/2017, 9:47 AM",Migrated,26111
R714234,Progress Energy (Florida Power Corp.),Form 714,2016,Q4,"6/16/2017, 9:09 AM",Migrated,26105
C002447,"Buckeye Power, Inc.",Form 714,2016,Q4,"6/9/2017, 10:30 AM",Migrated,26110
R714264,"Tex-La Electric Cooperative of Texas, Inc.",Form 714,2016,Q4,"6/7/2017, 11:43 AM",Migrated,26109
R714245,Sam Rayburn G&T Electric Coop.,Form 714,2016,Q4,"6/7/2017, 11:20 AM",Migrated,26108
C011543,Northeast Texas Electric Cooperative,Form 714,2016,Q4,"6/7/2017, 9:35 AM",Migrated,26107
C000618,New York State Electric & Gas Corporation,Form 714,2016,Q4,"6/6/2017, 1:46 PM",Migrated,26106
C004519,Imperial Irrigation District,Form 714,2016,Q4,"6/5/2017, 8:59 AM",Migrated,26104
C001610,Nevada Power Company,Form 714,2016,Q4,"6/2/2017, 3:30 PM",Migrated,26031
R714273,Western Area Power Administration - Colorado-Missouri Control Area (Rocky Mtn Re,Form 714,2016,Q4,"6/2/2017, 1:53 PM",Migrated,26103
C000028,ISO New England Inc.,Form 714,2016,Q4,"6/2/2017, 7:51 AM",Migrated,26102
C003749,Florida Municipal Power Agency,Form 714,2016,Q4,"6/1/2017, 5:48 PM",Migrated,26100
C011510,Los Angeles Department of Water and Power,Form 714,2016,Q4,"6/1/2017, 5:39 PM",Migrated,26101
C011544,Minnesota Municipal Power Agency,Form 714,2016,Q4,"6/1/2017, 2:14 PM",Migrated,26097
C011400,Colorado Springs Utilities,Form 714,2016,Q4,"6/1/2017, 1:37 PM",Migrated,26098
C001556,Southern Power Company,Form 714,2016,Q4,"6/1/2017, 12:13 PM",Migrated,26095
C001555,Mississippi Power Company,Form 714,2016,Q4,"6/1/2017, 12:12 PM",Migrated,26094
C001554,Gulf Power Company,Form 714,2016,Q4,"6/1/2017, 12:11 PM",Migrated,26093
C001553,Georgia Power Company,Form 714,2016,Q4,"6/1/2017, 12:10 PM",Migrated,26092
C001552,ALABAMA POWER COMPANY,Form 714,2016,Q4,"6/1/2017, 12:09 PM",Migrated,26091
R714253,Southern Company,Form 714,2016,Q4,"6/1/2017, 12:08 PM",Migrated,26090
