CID,Company,Form,Year,Period,Date/Time,Status,Filing ID
C001454,"Cheyenne Light, Fuel and Power Company",Form 1,2023,Q4,"11/22/2024, 4:23 PM",Accepted,205075
C001009,"Southern Indiana Gas and Electric Company, Inc.",Form 1,2023,Q4,"11/13/2024, 11:32 AM",Accepted,204428
C001009,"Southern Indiana Gas and Electric Company, Inc.",Form 1,2023,Q4,"11/11/2024, 11:05 AM",Accepted,204386
C000135,"Duke Energy Progress, LLC",Form 1,2023,Q4,"9/13/2024, 7:11 AM",Accepted,194101
C000465,El Paso Electric Company,Form 1,2023,Q4,"9/10/2024, 5:03 PM",Accepted,194092
C001130,The Empire District Electric Company,Form 1,2023,Q4,"7/24/2024, 3:04 PM",Accepted,192367
C000120,Versant Power,Form 1,2023,Q4,"7/22/2024, 2:56 PM",Accepted,192355
C000289,"Duke Energy Indiana, LLC",Form 1,2023,Q4,"6/20/2024, 11:32 AM",Accepted,182193
C000291,"Duke Energy Kentucky, Inc.",Form 1,2023,Q4,"6/14/2024, 2:08 PM",Accepted,182080
C000292,"Duke Energy Ohio, Inc.",Form 1,2023,Q4,"6/14/2024, 11:15 AM",Accepted,182078
C000135,"Duke Energy Progress, LLC",Form 1,2023,Q4,"6/14/2024, 8:56 AM",Accepted,182076
C000290,"Duke Energy Carolinas, LLC",Form 1,2023,Q4,"6/14/2024, 8:49 AM",Accepted,182075
C000136,"Duke Energy Florida, LLC",Form 1,2023,Q4,"6/12/2024, 10:12 AM",Accepted,182006
C001344,"Midcontinent Independent System Operator, Inc.",Form 1,2023,Q4,"6/6/2024, 10:58 AM",Accepted,181753
C000945,Liberty Utilities (CalPeco Electric) LLC,Form 1,2023,Q4,"5/31/2024, 6:24 PM",Accepted,181509
C001307,Liberty Utilities (Granite State Electric) Corp.,Form 1,2023,Q4,"5/31/2024, 4:38 PM",Accepted,181490
C000171,"Puget Sound Energy, Inc.",Form 1,2023,Q4,"5/29/2024, 12:09 PM",Accepted,181073
C000772,"Evergy Kansas Central, Inc.",Form 1,2023,Q4,"5/28/2024, 10:29 AM",Accepted,180937
C000388,PACIFIC GAS AND ELECTRIC COMPANY,Form 1,2023,Q4,"5/22/2024, 12:32 PM",Accepted,170475
C001316,Wisconsin Electric Power Company,Form 1,2023,Q4,"5/22/2024, 8:16 AM",Accepted,170387
C000120,Versant Power,Form 1,2023,Q4,"5/21/2024, 1:52 PM",Accepted,170348
C000045,"Wabash Valley Power Association, Inc.",Form 1,2023,Q4,"5/20/2024, 10:47 AM",Accepted,170258
C011304,Indiana-Kentucky Electric Corporation,Form 1,2023,Q4,"5/16/2024, 1:39 PM",Accepted,170195
C000622,Ohio Valley Electric Corporation,Form 1,2023,Q4,"5/16/2024, 12:50 PM",Accepted,170191
C001298,"Golden Spread Electric Cooperative, Inc.",Form 1,2023,Q4,"5/14/2024, 10:54 AM",Accepted,170102
C002115,Connecticut Yankee Atomic Power Company,Form 1,2023,Q4,"5/13/2024, 12:52 PM",Accepted,170071
C003483,Maine Yankee Atomic Power Company,Form 1,2023,Q4,"5/13/2024, 12:42 PM",Accepted,170070
C002116,Yankee Atomic Electric Company,Form 1,2023,Q4,"5/13/2024, 12:42 PM",Accepted,170069
C011423,"Midwest Energy, Inc",Form 1,2023,Q4,"5/9/2024, 12:36 PM",Accepted,170024
C001731,Consolidated Water Power Company,Form 1,2023,Q4,"5/6/2024, 5:31 PM",Accepted,169987
C001252,Vermont Transco LLC,Form 1,2023,Q4,"5/2/2024, 8:26 AM",Accepted,169967
C007667,"Entergy New Orleans, LLC",Form 1,2023,Q4,"5/1/2024, 4:02 PM",Accepted,169945
C001675,"Vermont Electric Power Company, Inc.",Form 1,2023,Q4,"4/29/2024, 9:29 AM",Accepted,169861
C001252,Vermont Transco LLC,Form 1,2023,Q4,"4/29/2024, 9:28 AM",Accepted,169860
C010523,VETCO,Form 1,2023,Q4,"4/29/2024, 9:21 AM",Accepted,169859
C001745,Green Mountain Power Corporation,Form 1,2023,Q4,"4/26/2024, 1:29 PM",Accepted,169842
C001696,"Black Hills Colorado Electric, LLC",Form 1,2023,Q4,"4/26/2024, 11:24 AM",Accepted,169831
