CID,Company,Form,Year,Period,Date/Time,Status,Filing ID
R060017,"National Grid Engineering & Survey, Inc.                                       ",Form 60,2012,Q4,"10/28/2013, 3:19 PM",Migrated,15036
R060033,National Grid USA Service Company Inc.                                         ,Form 60,2012,Q4,"10/28/2013, 2:06 PM",Migrated,15035
C011553,Algonquin Power & Utilities Corp.,Form 60,2012,Q4,"8/2/2013, 5:02 PM",Migrated,15032
C011507,Liberty Energy Utilities (New Hampshire) Corp.,Form 60,2012,Q4,"8/2/2013, 3:46 PM",Migrated,15033
C011554,Liberty Utilities (Canada) Corp.,Form 60,2012,Q4,"8/2/2013, 2:17 PM",Migrated,15034
R060014,"Exelon Business Services Company, LLC                                          ",Form 60,2012,Q4,"7/17/2013, 10:09 AM",Migrated,15031
R060019,"Southern Company Services, Inc.                                                ",Form 60,2012,Q4,"6/21/2013, 8:46 AM",Migrated,15029
R060010,"Southern Nuclear Operating Company, Inc.                                       ",Form 60,2012,Q4,"6/21/2013, 7:44 AM",Migrated,15030
R060040,NSTAR Electric & Gas Corporation,Form 60,2012,Q4,"5/2/2013, 11:28 AM",Migrated,15027
R060002,Xcel Energy Services Inc.                                                      ,Form 60,2012,Q4,"5/2/2013, 10:21 AM",Migrated,15028
C004283,"Entergy Nuclear Operations, Inc.",Form 60,2012,Q4,"5/1/2013, 4:11 PM",Migrated,15025
R060024,PHI Service Company                                                            ,Form 60,2012,Q4,"5/1/2013, 4:03 PM",Migrated,15023
C011434,PPL Services Corporation,Form 60,2012,Q4,"5/1/2013, 3:42 PM",Migrated,15022
R060037,"Black Hills Utility Holdings, Inc.                                              ",Form 60,2012,Q4,"5/1/2013, 2:30 PM",Migrated,15026
R060016,National Grid Utility Services LLC                                             ,Form 60,2012,Q4,"5/1/2013, 2:14 PM",Migrated,15021
R060015,National Grid Corporate Services LLC                                           ,Form 60,2012,Q4,"5/1/2013, 2:12 PM",Migrated,15020
R060034,PNMR Services Company                                                           ,Form 60,2012,Q4,"5/1/2013, 2:04 PM",Migrated,15024
R060021,"Alliant Energy Corporate Services, Inc.                                        ",Form 60,2012,Q4,"5/1/2013, 11:53 AM",Migrated,15019
R060038,"CenterPoint Energy Service Company, LLC                                        ",Form 60,2012,Q4,"5/1/2013, 7:20 AM",Migrated,15018
R060027,Iberdrola USA Management Corporation                                           ,Form 60,2012,Q4,"4/30/2013, 4:34 PM",Migrated,15013
R060007,"Entergy Services, Inc.                                                          ",Form 60,2012,Q4,"4/30/2013, 3:55 PM",Migrated,15017
R060005,"Entergy Operations, Inc.                                                       ",Form 60,2012,Q4,"4/30/2013, 3:54 PM",Migrated,15016
R060008,"Entergy Nuclear Operations, Inc.                                               ",Form 60,2012,Q4,"4/30/2013, 3:53 PM",Migrated,15015
R060006,"Entergy Enterprises, Inc.                                                      ",Form 60,2012,Q4,"4/30/2013, 3:53 PM",Migrated,15014
C004556,Eversource Energy Service Company (as agent),Form 60,2012,Q4,"4/30/2013, 3:23 PM",Migrated,15012
C002146,"Entergy Services, LLC",Form 60,2012,Q4,"4/30/2013, 3:23 PM",Migrated,15011
R060011,"Progress Energy Service Company, LLC                                           ",Form 60,2012,Q4,"4/30/2013, 9:30 AM",Migrated,15010
R060022,"Duke Energy Business Services, LLC                                             ",Form 60,2012,Q4,"4/29/2013, 2:49 PM",Migrated,15008
C000690,"Alliant Energy Corporate Services, Inc.",Form 60,2012,Q4,"4/29/2013, 2:36 PM",Migrated,15009
C011106,WEC Business Services LLC,Form 60,2012,Q4,"4/29/2013, 1:35 PM",Migrated,15007
R060035,NiSource Gas Transmission and Storage Co.                                      ,Form 60,2012,Q4,"4/26/2013, 4:13 PM",Migrated,15006
R060009,"SCANA Services, Inc.                                                           ",Form 60,2012,Q4,"4/26/2013, 2:53 PM",Migrated,15005
R060026,"Black Hills Service Company, LLC                                               ",Form 60,2012,Q4,"4/26/2013, 10:43 AM",Migrated,15004
R060013,"Dominion Resources Services, Inc.                                              ",Form 60,2012,Q4,"4/25/2013, 4:06 PM",Migrated,15003
R060029,American Electric Power Service Corporation                                    ,Form 60,2012,Q4,"4/25/2013, 1:21 PM",Migrated,15002
R060032,Great Plains Energy Services Incorporated                                      ,Form 60,2012,Q4,"4/24/2013, 3:51 PM",Migrated,15001
C011363,LG&E and KU Services Company,Form 60,2012,Q4,"4/24/2013, 10:38 AM",Migrated,15000
R060020,NiSource Corporate Services Company                                            ,Form 60,2012,Q4,"4/19/2013, 2:18 PM",Migrated,14999
R060030,Unitil Service Corporation                                                     ,Form 60,2012,Q4,"3/28/2013, 4:28 PM",Migrated,14998
