CID,Company,Form,Year,Period,Date/Time,Status,Filing ID
C000852,"System Energy Resources, Inc.",Form 1,2014,Q4,"12/15/2023, 12:10 PM",Accepted,146769
C000852,"System Energy Resources, Inc.",Form 1,2014,Q4,"10/26/2023, 12:57 PM",Accepted,135248
C001421,"Black Hills Power, Inc.",Form 1,2014,Q4,"10/29/2019, 2:53 PM",Migrated,42599
C001454,"Cheyenne Light, Fuel and Power Company",Form 1,2014,Q4,"10/28/2019, 4:08 PM",Migrated,42597
C001696,"Black Hills Colorado Electric, LLC",Form 1,2014,Q4,"10/25/2019, 11:10 AM",Migrated,42598
C001130,The Empire District Electric Company,Form 1,2014,Q4,"8/23/2019, 11:40 AM",Migrated,42611
C000685,San Diego Gas & Electric,Form 1,2014,Q4,"10/26/2018, 2:33 PM",Migrated,47409
C000135,"Duke Energy Progress, LLC",Form 1,2014,Q4,"6/22/2018, 2:42 PM",Migrated,42612
C000553,Louisville Gas and Electric Company,Form 1,2014,Q4,"6/29/2017, 11:42 AM",Migrated,42491
C000555,Kentucky Utilities Company,Form 1,2014,Q4,"6/29/2017, 11:40 AM",Migrated,42490
C001675,"Vermont Electric Power Company, Inc.",Form 1,2014,Q4,"12/30/2016, 2:28 PM",Migrated,42567
C000191,Consumers Energy Company,Form 1,2014,Q4,"11/15/2016, 12:43 PM",Migrated,42518
C000116,Tampa Electric Company,Form 1,2014,Q4,"10/11/2016, 3:59 PM",Migrated,47415
C001308,Massachusetts Electric Company,Form 1,2014,Q4,"6/27/2016, 4:58 PM",Migrated,42496
C001306,Niagara Mohawk Power Corporation,Form 1,2014,Q4,"6/14/2016, 2:34 PM",Migrated,47433
C002089,UGI Utilities Inc.,Form 1,2014,Q4,"5/13/2016, 3:38 PM",Migrated,42481
C000290,"Duke Energy Carolinas, LLC",Form 1,2014,Q4,"5/4/2016, 3:23 PM",Migrated,47373
C000136,"Duke Energy Florida, LLC",Form 1,2014,Q4,"5/4/2016, 8:40 AM",Migrated,47375
C000120,Versant Power,Form 1,2014,Q4,"4/20/2016, 8:26 AM",Migrated,42609
C001257,NSTAR Electric Company,Form 1,2014,Q4,"4/1/2016, 3:31 PM",Migrated,42516
C001609,Sierra Pacific Power Company,Form 1,2014,Q4,"12/23/2015, 2:37 PM",Migrated,42595
C000542,Northern Indiana Public Service Company LLC,Form 1,2014,Q4,"12/4/2015, 1:45 PM",Migrated,47414
C001646,PacifiCorp,Form 1,2014,Q4,"12/1/2015, 1:38 PM",Migrated,47377
C001309,The Narragansett Electric Company,Form 1,2014,Q4,"11/3/2015, 2:10 PM",Migrated,47410
C000388,PACIFIC GAS AND ELECTRIC COMPANY,Form 1,2014,Q4,"10/30/2015, 11:41 AM",Migrated,42482
C001610,Nevada Power Company,Form 1,2014,Q4,"10/13/2015, 9:48 AM",Migrated,42593
C001221,Fitchburg Gas and Electric Light Company,Form 1,2014,Q4,"8/25/2015, 9:28 AM",Migrated,42497
C001316,Wisconsin Electric Power Company,Form 1,2014,Q4,"8/13/2015, 1:43 PM",Migrated,42575
C001436,Arizona Public Service Company,Form 1,2014,Q4,"8/11/2015, 9:08 AM",Migrated,42583
C000447,Cleco Power LLC,Form 1,2014,Q4,"7/16/2015, 2:46 PM",Migrated,42522
