CID,Company,Form,Year,Period,Date/Time,Status,Filing ID
C000852,"System Energy Resources, Inc.",Form 1,2017,Q4,"12/15/2023, 12:52 PM",Accepted,146772
C000852,"System Energy Resources, Inc.",Form 1,2017,Q4,"10/26/2023, 1:42 PM",Accepted,135251
C000290,"Duke Energy Carolinas, LLC",Form 1,2017,Q4,"2/22/2021, 2:54 PM",Migrated,44907
C000772,"Evergy Kansas Central, Inc.",Form 1,2017,Q4,"7/8/2020, 4:38 PM",Migrated,44935
C001421,"Black Hills Power, Inc.",Form 1,2017,Q4,"10/29/2019, 3:40 PM",Migrated,45004
C001454,"Cheyenne Light, Fuel and Power Company",Form 1,2017,Q4,"10/28/2019, 5:06 PM",Migrated,45008
C001696,"Black Hills Colorado Electric, LLC",Form 1,2017,Q4,"10/25/2019, 11:53 AM",Migrated,45007
C001130,The Empire District Electric Company,Form 1,2017,Q4,"8/20/2019, 3:31 PM",Migrated,45001
C000116,Tampa Electric Company,Form 1,2017,Q4,"4/18/2019, 12:33 PM",Migrated,44998
C000771,"Southwest Power Pool, Inc.",Form 1,2017,Q4,"4/18/2019, 9:46 AM",Migrated,45783
C001553,Georgia Power Company,Form 1,2017,Q4,"12/11/2018, 1:44 PM",Migrated,44956
C000685,San Diego Gas & Electric,Form 1,2017,Q4,"10/26/2018, 2:39 PM",Migrated,44879
C000620,Idaho Power Company,Form 1,2017,Q4,"9/6/2018, 10:52 AM",Migrated,44976
C000945,Liberty Utilities (CalPeco Electric) LLC,Form 1,2017,Q4,"8/31/2018, 1:31 PM",Migrated,45426
C000120,Versant Power,Form 1,2017,Q4,"6/25/2018, 3:07 PM",Migrated,44999
C000135,"Duke Energy Progress, LLC",Form 1,2017,Q4,"6/22/2018, 3:11 PM",Migrated,44908
C001298,"Golden Spread Electric Cooperative, Inc.",Form 1,2017,Q4,"5/30/2018, 5:22 PM",Migrated,45018
C004044,"Evergy Kansas South, Inc.",Form 1,2017,Q4,"5/30/2018, 4:43 PM",Migrated,44933
C000241,"Dominion Energy South Carolina, Inc.",Form 1,2017,Q4,"5/18/2018, 9:49 AM",Migrated,44947
C002115,Connecticut Yankee Atomic Power Company,Form 1,2017,Q4,"5/16/2018, 4:40 PM",Migrated,45031
C003483,Maine Yankee Atomic Power Company,Form 1,2017,Q4,"5/16/2018, 4:25 PM",Migrated,45030
C002116,Yankee Atomic Electric Company,Form 1,2017,Q4,"5/16/2018, 4:13 PM",Migrated,45029
C001436,Arizona Public Service Company,Form 1,2017,Q4,"5/9/2018, 2:25 PM",Migrated,44826
C001194,Public Service Electric and Gas Company,Form 1,2017,Q4,"5/7/2018, 12:21 PM",Migrated,44836
C001221,Fitchburg Gas and Electric Light Company,Form 1,2017,Q4,"5/1/2018, 9:37 AM",Migrated,44829
C000538,Wheeling Power Company,Form 1,2017,Q4,"4/26/2018, 2:24 PM",Migrated,44919
C011318,Northwestern Wisconsin Electric Company,Form 1,2017,Q4,"4/25/2018, 11:32 AM",Migrated,44959
C000617,Rochester Gas and Electric Corporation,Form 1,2017,Q4,"4/18/2018, 6:49 PM",Migrated,45017
C000618,New York State Electric & Gas Corporation,Form 1,2017,Q4,"4/18/2018, 6:48 PM",Migrated,45016
C000615,Central Maine Power Company,Form 1,2017,Q4,"4/18/2018, 6:47 PM",Migrated,45015
C000501,Upper Peninsula Power Company,Form 1,2017,Q4,"4/18/2018, 5:52 PM",Migrated,45013
C000502,Wisconsin River Power Company,Form 1,2017,Q4,"4/18/2018, 5:33 PM",Migrated,45014
C003713,"New Hampshire Transmission, LLC",Form 1,2017,Q4,"4/18/2018, 4:54 PM",Migrated,45009
C001307,Liberty Utilities (Granite State Electric) Corp.,Form 1,2017,Q4,"4/18/2018, 4:37 PM",Migrated,45005
C007584,Cube Yadkin Transmission LLC,Form 1,2017,Q4,"4/18/2018, 4:31 PM",Migrated,45003
C001188,"Wolverine Power Supply Cooperative, Inc.",Form 1,2017,Q4,"4/18/2018, 4:26 PM",Migrated,44954
C001030,Florida Power & Light Company,Form 1,2017,Q4,"4/18/2018, 4:16 PM",Migrated,45002
C005519,GridLiance West LLC,Form 1,2017,Q4,"4/18/2018, 4:07 PM",Migrated,45011
C005067,GridLiance High Plains LLC,Form 1,2017,Q4,"4/18/2018, 3:59 PM",Migrated,45010
C002089,UGI Utilities Inc.,Form 1,2017,Q4,"4/18/2018, 3:58 PM",Migrated,44819
C001607,The United Illuminating Company,Form 1,2017,Q4,"4/18/2018, 3:44 PM",Migrated,44997
C001009,"Southern Indiana Gas and Electric Company, Inc.",Form 1,2017,Q4,"4/18/2018, 3:34 PM",Migrated,45006
C000616,"Maine Electric Power Company, Inc.",Form 1,2017,Q4,"4/18/2018, 3:27 PM",Migrated,44996
C011304,Indiana-Kentucky Electric Corporation,Form 1,2017,Q4,"4/18/2018, 3:15 PM",Migrated,44995
C000622,Ohio Valley Electric Corporation,Form 1,2017,Q4,"4/18/2018, 3:14 PM",Migrated,44994
C000415,DTE Electric Company,Form 1,2017,Q4,"4/18/2018, 3:03 PM",Migrated,44993
C001654,New England Electric Transmission Corporation,Form 1,2017,Q4,"4/18/2018, 2:52 PM",Migrated,44992
C001656,New England Hydro Transmission Electric Company,Form 1,2017,Q4,"4/18/2018, 2:52 PM",Migrated,44991
