CID,Company,Form,Year,Period,Date/Time,Status,Filing ID
C004480,Tennessee Valley Authority,Form 714,2020,Q4,"8/21/2023, 4:51 PM",Accepted,133693
C001436,Arizona Public Service Company,Form 714,2020,Q4,"6/24/2021, 10:50 AM",Migrated,182136
C001183,California Independent System Operator Corporation,Form 714,2020,Q4,"6/14/2021, 11:16 AM",Migrated,182163
C002869,"BHE Wind Watch, LLC",Form 714,2020,Q4,"6/3/2021, 12:45 PM",Migrated,182152
R714312,Glacier Wind Balancing Authority,Form 714,2020,Q4,"6/3/2021, 12:34 PM",Migrated,182153
C003849,Basin Electric Power Cooperative,Form 714,2020,Q4,"6/3/2021, 9:45 AM",Migrated,182162
C002447,"Buckeye Power, Inc.",Form 714,2020,Q4,"6/3/2021, 8:04 AM",Migrated,182160
C003529,"Seminole Electric Cooperative, Inc",Form 714,2020,Q4,"6/2/2021, 1:11 PM",Migrated,182155
C011400,Colorado Springs Utilities,Form 714,2020,Q4,"6/2/2021, 1:03 PM",Migrated,182232
R714233,Progress Energy (Carolina Power & Light Company),Form 714,2020,Q4,"6/2/2021, 11:30 AM",Migrated,182121
C002357,Bonneville Power Administration,Form 714,2020,Q4,"6/1/2021, 5:45 PM",Migrated,182159
C000350,Southwestern Power Administration,Form 714,2020,Q4,"6/1/2021, 5:04 PM",Migrated,182158
C000028,ISO New England Inc.,Form 714,2020,Q4,"6/1/2021, 4:09 PM",Migrated,182156
C011568,Modesto Irrigation District,Form 714,2020,Q4,"6/1/2021, 3:26 PM",Migrated,182231
R714273,Western Area Power Administration - Colorado-Missouri Control Area (Rocky Mtn Re,Form 714,2020,Q4,"6/1/2021, 3:21 PM",Migrated,182157
C011510,Los Angeles Department of Water and Power,Form 714,2020,Q4,"6/1/2021, 3:14 PM",Migrated,182230
C011544,Minnesota Municipal Power Agency,Form 714,2020,Q4,"6/1/2021, 3:14 PM",Migrated,182228
C011552,PUD No. 1 of Douglas County,Form 714,2020,Q4,"6/1/2021, 2:10 PM",Migrated,182229
R714274,Western Area Power Administration - Lower Colorado control area (Desert Southwe,Form 714,2020,Q4,"6/1/2021, 11:56 AM",Migrated,182154
R714307,PacifiCorp - Part II Sch 2 (East & West combined),Form 714,2020,Q4,"6/1/2021, 8:50 AM",Migrated,182143
C000241,"Dominion Energy South Carolina, Inc.",Form 714,2020,Q4,"6/1/2021, 8:34 AM",Migrated,182110
C001556,Southern Power Company,Form 714,2020,Q4,"5/31/2021, 1:54 PM",Migrated,182151
R714253,Southern Company,Form 714,2020,Q4,"5/31/2021, 1:54 PM",Migrated,182150
C001555,Mississippi Power Company,Form 714,2020,Q4,"5/31/2021, 1:53 PM",Migrated,182149
C001554,Gulf Power Company,Form 714,2020,Q4,"5/31/2021, 1:53 PM",Migrated,182148
C001553,Georgia Power Company,Form 714,2020,Q4,"5/31/2021, 1:52 PM",Migrated,182147
C001552,ALABAMA POWER COMPANY,Form 714,2020,Q4,"5/31/2021, 1:51 PM",Migrated,182146
C011542,East Texas Electric Cooperative,Form 714,2020,Q4,"5/29/2021, 12:16 PM",Migrated,182225
C011543,Northeast Texas Electric Cooperative,Form 714,2020,Q4,"5/29/2021, 12:16 PM",Migrated,182226
C001030,Florida Power & Light Company,Form 714,2020,Q4,"5/29/2021, 7:11 AM",Migrated,182145
C001218,Public Service Company of New Mexico,Form 714,2020,Q4,"5/28/2021, 5:28 PM",Migrated,182144
C001184,Tucson Electric Power Company,Form 714,2020,Q4,"5/28/2021, 3:39 PM",Migrated,182227
