CID,Company,Form,Year,Period,Date/Time,Status,Filing ID
C000241,"Dominion Energy South Carolina, Inc.",Form 714,2012,Q4,"11/19/2015, 3:41 PM",Migrated,15577
C003680,Public Utility District No 1 of Chelan County,Form 714,2012,Q4,"4/17/2015, 12:26 PM",Migrated,15509
C003669,South Carolina Public Service Authority,Form 714,2012,Q4,"2/19/2015, 3:25 PM",Migrated,15578
C000171,"Puget Sound Energy, Inc.",Form 714,2012,Q4,"8/2/2013, 7:30 PM",Migrated,15641
C001552,ALABAMA POWER COMPANY,Form 714,2012,Q4,"7/16/2013, 7:08 AM",Migrated,15618
R714165,ERCOT,Form 714,2012,Q4,"6/28/2013, 3:53 PM",Migrated,15640
C001030,Florida Power & Light Company,Form 714,2012,Q4,"6/27/2013, 11:13 AM",Migrated,15608
R714141,"City Utilities of Springfield, MO",Form 714,2012,Q4,"6/21/2013, 1:29 PM",Migrated,15638
C003590,Arkansas Electric Cooperative Corporation,Form 714,2012,Q4,"6/20/2013, 3:22 PM",Migrated,15639
C003474,Seattle City Light,Form 714,2012,Q4,"6/10/2013, 2:30 PM",Migrated,15616
C003677,Public Utility District No. 2 of Grant County,Form 714,2012,Q4,"6/9/2013, 10:21 PM",Migrated,15601
