CID,Company,Form,Year,Period,Date/Time,Status,Filing ID
C000852,"System Energy Resources, Inc.",Form 1,2019,Q4,"12/15/2023, 1:18 PM",Accepted,146774
C000852,"System Energy Resources, Inc.",Form 1,2019,Q4,"10/26/2023, 2:13 PM",Accepted,135253
C005067,GridLiance High Plains LLC,Form 1,2019,Q4,"6/16/2023, 6:29 PM",Accepted,112886
C004044,"Evergy Kansas South, Inc.",Form 1,2019,Q4,"11/23/2022, 11:34 AM",Accepted,97052
C000772,"Evergy Kansas Central, Inc.",Form 1,2019,Q4,"11/23/2022, 11:04 AM",Accepted,97042
C000196,VIRGINIA ELECTRIC AND POWER COMPANY,Form 1,2019,Q4,"8/1/2022, 2:27 PM",Accepted,94062
C000852,"System Energy Resources, Inc.",Form 1,2019,Q4,"6/29/2022, 11:34 AM",Accepted,93626
C010432,"Mckenzie Electric Cooperative, Inc.",Form 1,2019,Q4,"5/18/2021, 9:16 AM",Migrated,77126
C000171,"Puget Sound Energy, Inc.",Form 1,2019,Q4,"3/11/2021, 8:54 AM",Migrated,46592
C000620,Idaho Power Company,Form 1,2019,Q4,"1/28/2021, 12:08 PM",Migrated,46520
C001153,Lockhart Power Company,Form 1,2019,Q4,"12/14/2020, 1:08 PM",Migrated,46657
C010388,"Upper Missouri G. & T. Electric Cooperative, Inc.",Form 1,2019,Q4,"11/9/2020, 10:05 AM",Migrated,47715
C001130,The Empire District Electric Company,Form 1,2019,Q4,"10/20/2020, 11:28 AM",Migrated,46610
C001188,"Wolverine Power Supply Cooperative, Inc.",Form 1,2019,Q4,"10/8/2020, 2:23 PM",Migrated,46648
C000313,Ohio Edison Company,Form 1,2019,Q4,"8/21/2020, 10:14 AM",Migrated,46474
C011644,Pioneer Power and Light Company,Form 1,2019,Q4,"7/31/2020, 3:14 PM",Migrated,46854
C000447,Cleco Power LLC,Form 1,2019,Q4,"7/31/2020, 1:50 PM",Migrated,46644
C000772,"Evergy Kansas Central, Inc.",Form 1,2019,Q4,"7/8/2020, 9:26 PM",Migrated,46619
C003849,Basin Electric Power Cooperative,Form 1,2019,Q4,"6/29/2020, 2:14 PM",Migrated,47706
C000290,"Duke Energy Carolinas, LLC",Form 1,2019,Q4,"6/26/2020, 3:42 PM",Migrated,46523
C000135,"Duke Energy Progress, LLC",Form 1,2019,Q4,"6/26/2020, 3:42 PM",Migrated,46521
C011301,Mt. Carmel Public Utility Co.,Form 1,2019,Q4,"6/4/2020, 10:51 AM",Migrated,46492
C001025,CENTRAL HUDSON GAS & ELECTRIC CORPORATION,Form 1,2019,Q4,"6/2/2020, 2:54 PM",Migrated,46634
C002498,Madison Gas and Electric Company,Form 1,2019,Q4,"6/2/2020, 9:49 AM",Migrated,46559
C000945,Liberty Utilities (CalPeco Electric) LLC,Form 1,2019,Q4,"5/29/2020, 3:48 PM",Migrated,46817
R001319,"Prairie Wind Transmission, LLC",Form 1,2019,Q4,"5/27/2020, 11:33 AM",Migrated,46527
C001030,Florida Power & Light Company,Form 1,2019,Q4,"5/26/2020, 6:53 PM",Migrated,46594
C001298,"Golden Spread Electric Cooperative, Inc.",Form 1,2019,Q4,"5/21/2020, 5:46 PM",Migrated,46633
C001009,"Southern Indiana Gas and Electric Company, Inc.",Form 1,2019,Q4,"5/18/2020, 4:53 PM",Migrated,46660
C000241,"Dominion Energy South Carolina, Inc.",Form 1,2019,Q4,"5/14/2020, 1:32 PM",Migrated,46560
C002115,Connecticut Yankee Atomic Power Company,Form 1,2019,Q4,"5/12/2020, 5:43 PM",Migrated,46654
C003483,Maine Yankee Atomic Power Company,Form 1,2019,Q4,"5/12/2020, 11:28 AM",Migrated,46653
C002116,Yankee Atomic Electric Company,Form 1,2019,Q4,"5/12/2020, 10:03 AM",Migrated,46652
C000116,Tampa Electric Company,Form 1,2019,Q4,"5/4/2020, 11:52 AM",Migrated,46647
C002089,UGI Utilities Inc.,Form 1,2019,Q4,"5/1/2020, 6:25 PM",Migrated,46451
C002308,Trans Bay Cable LLC,Form 1,2019,Q4,"5/1/2020, 5:28 PM",Migrated,46646
C000501,Upper Peninsula Power Company,Form 1,2019,Q4,"5/1/2020, 5:22 PM",Migrated,46645
C001218,Public Service Company of New Mexico,Form 1,2019,Q4,"5/1/2020, 1:16 PM",Migrated,46643
C003836,"Tri-State Generation and Transmission Association, Inc.",Form 1,2019,Q4,"5/1/2020, 1:13 PM",Migrated,47701
C001673,"ALLETE, Inc.",Form 1,2019,Q4,"5/1/2020, 1:10 PM",Migrated,46642
R001167,"Superior Water, Light and Power Company",Form 1,2019,Q4,"5/1/2020, 12:20 PM",Migrated,46641
C001486,Oncor Electric Delivery Company LLC,Form 1,2019,Q4,"5/1/2020, 9:41 AM",Migrated,46640
C001307,Liberty Utilities (Granite State Electric) Corp.,Form 1,2019,Q4,"5/1/2020, 7:47 AM",Migrated,46639
C001607,The United Illuminating Company,Form 1,2019,Q4,"4/30/2020, 6:20 PM",Migrated,46637
C007584,Cube Yadkin Transmission LLC,Form 1,2019,Q4,"4/30/2020, 5:54 PM",Migrated,46635
C002012,"CenterPoint Energy Houston Electric, LLC",Form 1,2019,Q4,"4/30/2020, 4:59 PM",Migrated,46636
C001696,"Black Hills Colorado Electric, LLC",Form 1,2019,Q4,"4/30/2020, 4:42 PM",Migrated,46638
C001675,"Vermont Electric Power Company, Inc.",Form 1,2019,Q4,"4/30/2020, 12:54 PM",Migrated,46630
C001252,Vermont Transco LLC,Form 1,2019,Q4,"4/30/2020, 10:54 AM",Migrated,46631
C000771,"Southwest Power Pool, Inc.",Form 1,2019,Q4,"4/30/2020, 8:39 AM",Migrated,46632
C001346,Duquesne Light Company,Form 1,2019,Q4,"4/29/2020, 3:44 PM",Migrated,46629
C001182,"Evergy Missouri West, Inc.",Form 1,2019,Q4,"4/29/2020, 11:58 AM",Migrated,46617
C001017,Public Service Company of New Hampshire,Form 1,2019,Q4,"4/29/2020, 7:03 AM",Migrated,46628
C001016,The Connecticut Light and Power Company,Form 1,2019,Q4,"4/29/2020, 6:50 AM",Migrated,46627
C000542,Northern Indiana Public Service Company LLC,Form 1,2019,Q4,"4/28/2020, 1:42 PM",Migrated,46625
C001554,Gulf Power Company,Form 1,2019,Q4,"4/28/2020, 11:44 AM",Migrated,46624
C000535,Ohio Power Company,Form 1,2019,Q4,"4/28/2020, 10:28 AM",Migrated,46601
C000530,Appalachian Power Company,Form 1,2019,Q4,"4/28/2020, 10:13 AM",Migrated,46597
C000532,Indiana Michigan Power Company,Form 1,2019,Q4,"4/28/2020, 10:01 AM",Migrated,46598
C000533,Kentucky Power Company,Form 1,2019,Q4,"4/28/2020, 9:46 AM",Migrated,46599
C002854,Citizens Sunrise Transmission LLC,Form 1,2019,Q4,"4/28/2020, 8:42 AM",Migrated,46623
C008947,Citizens Sycamore-Penasquitos Transmission LLC,Form 1,2019,Q4,"4/28/2020, 8:40 AM",Migrated,47700
C000038,"New York Independent System Operator, Inc.",Form 1,2019,Q4,"4/27/2020, 10:21 AM",Migrated,46622
C003435,"Evergy Generating, Inc.",Form 1,2019,Q4,"4/24/2020, 9:34 PM",Migrated,46621
C001181,"Evergy Metro, Inc.",Form 1,2019,Q4,"4/24/2020, 9:20 PM",Migrated,46620
C004044,"Evergy Kansas South, Inc.",Form 1,2019,Q4,"4/24/2020, 9:14 PM",Migrated,46618
C001454,"Cheyenne Light, Fuel and Power Company",Form 1,2019,Q4,"4/24/2020, 6:27 PM",Migrated,46616
C003988,"Midamerican Central California Transco, Llc",Form 1,2019,Q4,"4/24/2020, 5:21 PM",Migrated,47699
C011304,Indiana-Kentucky Electric Corporation,Form 1,2019,Q4,"4/24/2020, 4:49 PM",Migrated,46614
C000622,Ohio Valley Electric Corporation,Form 1,2019,Q4,"4/24/2020, 4:41 PM",Migrated,46613
C001421,"Black Hills Power, Inc.",Form 1,2019,Q4,"4/24/2020, 3:12 PM",Migrated,46615
C000367,"Wabash Valley Energy Marketing, Inc.",Form 1,2019,Q4,"4/23/2020, 4:42 PM",Migrated,46612
C000045,"Wabash Valley Power Association, Inc.",Form 1,2019,Q4,"4/23/2020, 4:39 PM",Migrated,46611
