CID,Company,Form,Year,Period,Date/Time,Status,Filing ID
C011555,Liberty Utilities Service Corp.,Form 60,2018,Q4,"6/5/2020, 3:34 PM",Migrated,15253
R060052,"Sempra North American Infrastructure, LLC",Form 60,2018,Q4,"5/15/2019, 10:36 AM",Migrated,15276
C011443,"Sempra LNG, LLC",Form 60,2018,Q4,"5/15/2019, 10:32 AM",Migrated,15275
R060038,"CenterPoint Energy Service Company, LLC                                        ",Form 60,2018,Q4,"5/2/2019, 11:34 AM",Migrated,15274
R060037,"Black Hills Utility Holdings, Inc.                                              ",Form 60,2018,Q4,"5/1/2019, 2:25 PM",Migrated,15273
R060026,"Black Hills Service Company, LLC                                               ",Form 60,2018,Q4,"5/1/2019, 2:17 PM",Migrated,15272
C003610,"Southern Company Services, Inc. (as Agent)",Form 60,2018,Q4,"5/1/2019, 2:04 PM",Migrated,15271
R060019,"Southern Company Services, Inc.                                                ",Form 60,2018,Q4,"5/1/2019, 1:50 PM",Migrated,15270
R060027,Iberdrola USA Management Corporation                                           ,Form 60,2018,Q4,"5/1/2019, 1:34 PM",Migrated,15269
R060013,"Dominion Resources Services, Inc.                                              ",Form 60,2018,Q4,"5/1/2019, 1:00 PM",Migrated,15268
C004283,"Entergy Nuclear Operations, Inc.",Form 60,2018,Q4,"5/1/2019, 11:40 AM",Migrated,15267
R060017,"National Grid Engineering & Survey, Inc.                                       ",Form 60,2018,Q4,"5/1/2019, 10:22 AM",Migrated,15266
R060033,National Grid USA Service Company Inc.                                         ,Form 60,2018,Q4,"5/1/2019, 9:39 AM",Migrated,15265
R060010,"Southern Nuclear Operating Company, Inc.                                       ",Form 60,2018,Q4,"5/1/2019, 7:20 AM",Migrated,15264
C002146,"Entergy Services, LLC",Form 60,2018,Q4,"4/30/2019, 3:38 PM",Migrated,15258
C004556,Eversource Energy Service Company (as agent),Form 60,2018,Q4,"4/30/2019, 3:37 PM",Migrated,15257
R060029,American Electric Power Service Corporation                                    ,Form 60,2018,Q4,"4/30/2019, 3:06 PM",Migrated,15256
R060007,"Entergy Services, Inc.                                                          ",Form 60,2018,Q4,"4/30/2019, 2:57 PM",Migrated,15263
R060005,"Entergy Operations, Inc.                                                       ",Form 60,2018,Q4,"4/30/2019, 2:56 PM",Migrated,15262
R060008,"Entergy Nuclear Operations, Inc.                                               ",Form 60,2018,Q4,"4/30/2019, 2:56 PM",Migrated,15261
C011210,"AES US Services, LLC",Form 60,2018,Q4,"4/30/2019, 2:55 PM",Migrated,15255
R060006,"Entergy Enterprises, Inc.                                                      ",Form 60,2018,Q4,"4/30/2019, 2:55 PM",Migrated,15260
R060044,Columbia Pipeline Group Service Company,Form 60,2018,Q4,"4/30/2019, 2:54 PM",Migrated,15259
C011553,Algonquin Power & Utilities Corp.,Form 60,2018,Q4,"4/30/2019, 2:49 PM",Migrated,15254
C011554,Liberty Utilities (Canada) Corp.,Form 60,2018,Q4,"4/30/2019, 2:34 PM",Migrated,15252
C011507,Liberty Energy Utilities (New Hampshire) Corp.,Form 60,2018,Q4,"4/30/2019, 1:15 PM",Migrated,15250
R060002,Xcel Energy Services Inc.                                                      ,Form 60,2018,Q4,"4/30/2019, 11:31 AM",Migrated,15251
R060022,"Duke Energy Business Services, LLC                                             ",Form 60,2018,Q4,"4/30/2019, 10:19 AM",Migrated,15249
C000690,"Alliant Energy Corporate Services, Inc.",Form 60,2018,Q4,"4/30/2019, 9:16 AM",Migrated,15248
C011112,ATC Management Inc.,Form 60,2018,Q4,"4/30/2019, 8:20 AM",Migrated,15247
C011363,LG&E and KU Services Company,Form 60,2018,Q4,"4/29/2019, 2:43 PM",Migrated,15245
R060034,PNMR Services Company                                                           ,Form 60,2018,Q4,"4/29/2019, 2:34 PM",Migrated,15246
R060024,PHI Service Company                                                            ,Form 60,2018,Q4,"4/29/2019, 1:28 PM",Migrated,15244
R060021,"Alliant Energy Corporate Services, Inc.                                        ",Form 60,2018,Q4,"4/29/2019, 11:05 AM",Migrated,15243
R060014,"Exelon Business Services Company, LLC                                          ",Form 60,2018,Q4,"4/26/2019, 2:51 PM",Migrated,15242
R060032,Great Plains Energy Services Incorporated                                      ,Form 60,2018,Q4,"4/26/2019, 12:54 PM",Migrated,15241
C011434,PPL Services Corporation,Form 60,2018,Q4,"4/25/2019, 4:21 PM",Migrated,15240
R060047,"TECO Services, Inc.",Form 60,2018,Q4,"4/25/2019, 2:59 PM",Migrated,15239
C011106,WEC Business Services LLC,Form 60,2018,Q4,"4/25/2019, 9:01 AM",Migrated,15238
C011433,PPL EU Services Corporation,Form 60,2018,Q4,"4/24/2019, 4:09 PM",Migrated,15237
R060030,Unitil Service Corporation                                                     ,Form 60,2018,Q4,"4/24/2019, 9:12 AM",Migrated,15236
R060020,NiSource Corporate Services Company                                            ,Form 60,2018,Q4,"4/18/2019, 8:00 AM",Migrated,15235
R060009,"SCANA Services, Inc.                                                           ",Form 60,2018,Q4,"4/12/2019, 12:37 PM",Migrated,15234
